"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Espíritu aberrante","PHB'24","322","Mediano","Aberración","neutral","11 + el nivel del hechizo","40 + 10 por cada nivel de hechizo superior a 4","30 pies, volar 30 pies (flotar; solo Beholderkin)","16","10","15","16","10","6","","","","","psíquico","","Visión en la oscuridad 60 pies, percepción pasiva 10","Deep Speech, entiende los idiomas que conoces","Ninguno (XP 0; PB equivale a tu bonificación de competencia)","Regeneración (solo Slaad). El espíritu recupera 5 puntos de vida al comienzo de su turno si tiene al menos 1 punto de vida.

Aura susurrante (solo Mind Flayer). Al comienzo de cada uno de los turnos del espíritu, el espíritu emite energía psiónica si no tiene la condición de Incapacitado. Tiro de salvación de sabiduría: la CD es igual a la CD de salvación de tu hechizo, cada criatura (excepto tú) a 5 pies del espíritu. Fallo: 2d6 de daño psíquico.","Multiataque. El espíritu realiza un número de ataques igual a la mitad del nivel de este hechizo (redondeando hacia abajo).

Garra (solo Slaad). Tirada de ataque cuerpo a cuerpo: la bonificación es igual al modificador de ataque de tu hechizo, alcanza 5 pies. Impacto: 1d10 + 3 + el nivel del hechizo Daño cortante, y el objetivo no puede recuperar puntos de vida hasta el comienzo del siguiente turno del espíritu.

Eye Ray (solo Beholderkin). Tirada de ataque a distancia: la bonificación es igual al modificador de ataque de tu hechizo, alcance 150 pies. Impacto: 1d8 + 3 + el nivel de daño psíquico del hechizo.

Golpe psíquico (solo Mind Flayer). Tirada de ataque cuerpo a cuerpo: la bonificación es igual al modificador de ataque de tu hechizo, alcanza 5 pies. Impacto: 1d8 + 3 + el nivel de daño psíquico del hechizo.","","","","","","","",""
"Fanático aberrante","PaBTSO","203","Mediano","Aberración","mal caótico","16 (armadura de cuero con tachuelas)","93 (17d8 + 17)","30 pies.","15","18","12","13","8","19","Des +7, Cha +7","Percepción +5","","psíquico","","cegado, encantado, asustado, apresado, restringido","Darkvision 60 pies, Truesight 10 pies, Percepción pasiva 15","Habla común y profunda","8 (PX 3.900; PB +3)","Forma aberrante. El fanático exuda el caos del Reino Lejano. Cualquier criatura que no sea aberración y que comience su turno a menos de 5 pies del fanático debe superar una tirada de salvación de Sabiduría CD 15 o sufrir 7 (2d6) de daño psíquico.

Extrañamente flexible. El fanático, junto con cualquier equipo que lleve o lleve puesto, es anormalmente flexible. El fanático puede moverse a través de cualquier espacio tan estrecho como 1 pulgada sin apretar.","Multiataque. El fanático realiza un ataque de Desgarro Psíquico y dos ataques de Espada Corta.

Desgarro psíquico. Ataque con hechizos cuerpo a cuerpo o a distancia: +7 para golpear, alcance 15 pies o alcance 120 pies, un objetivo. Impacto: 14 (3d6 + 4) de daño psíquico, y el objetivo debe superar una tirada de salvación de Sabiduría CD 15 o quedar aturdido hasta el comienzo del siguiente turno del fanático.

Espada corta. Ataque con arma cuerpo a cuerpo: +7 para impactar, alcance 15 pies, un objetivo. Impacto: 7 (1d6 + 4) de daño perforante más 7 (2d6) de daño psíquico.

Lanzamiento de hechizos (psiónica). El fanático lanza uno de los siguientes conjuros, que no requiere componentes y usa Carisma como habilidad de lanzamiento de conjuros (salvación de conjuro CD 15):

A voluntad: Detectar pensamientos, Ilusión menor.

1/día cada uno: Puerta Arcana, Hambre de Hadar","Deformación del vacío (recarga 5–6). El fanático se teletransporta, junto con cualquier equipo que lleve o lleve puesto, a un espacio desocupado que puede ver a menos de 120 pies de sí mismo, dejando un vacío en el espacio que dejó. Inmediatamente después de teletransportarse, cada criatura a 30 pies del vacío que no sea el fanático debe realizar una tirada de salvación de Fuerza CD 15. Si falla la salvación, la criatura sufre 18 (4d8) de daño de fuerza y ​​es arrastrada al espacio desocupado más cercano al vacío. Con una salvación exitosa, la criatura sufre sólo la mitad del daño. Entonces el vacío desaparece.","","","","","","",""
"Fanático aberrante (con tentáculos)","PaBTSO","181","Mediano","Aberración","mal caótico","16 (armadura de cuero con tachuelas)","93 (17d8 + 17)","30 pies.","15","18","12","13","8","19","Des +7, Cha +7","Percepción +5","","psíquico","","cegado, encantado, asustado, apresado, restringido","Darkvision 60 pies, Truesight 10 pies, Percepción pasiva 15","Habla común y profunda","8 (PX 3.900; PB +3)","Forma aberrante. El fanático exuda el caos del Reino Lejano. Cualquier criatura que no sea aberración y que comience su turno a menos de 5 pies del fanático debe superar una tirada de salvación de Sabiduría CD 15 o sufrir 7 (2d6) de daño psíquico.

Extrañamente flexible. El fanático, junto con cualquier equipo que lleve o lleve puesto, es anormalmente flexible. El fanático puede moverse a través de cualquier espacio tan estrecho como 1 pulgada sin apretar.","Multiataque. El fanático realiza un ataque de Desgarro Psíquico y dos ataques de Espada Corta.

Desgarro psíquico. Ataque con hechizos cuerpo a cuerpo o a distancia: +7 para golpear, alcance 15 pies o alcance 120 pies, un objetivo. Impacto: 14 (3d6 + 4) de daño psíquico, y el objetivo debe superar una tirada de salvación de Sabiduría CD 15 o quedar aturdido hasta el comienzo del siguiente turno del fanático.

Espada corta. Ataque con arma cuerpo a cuerpo: +7 para impactar, alcance 15 pies, un objetivo. Impacto: 7 (1d6 + 4) de daño perforante más 7 (2d6) de daño psíquico.

Explosión mental (recarga 5–6). El fanático emite mágicamente energía psíquica en un cono de 60 pies. Cada criatura en esa área debe superar una tirada de salvación de Inteligencia CD 15 o recibir 22 (4d8 + 4) de daño psíquico y quedar aturdido durante 1 minuto. Un objetivo puede repetir la tirada de salvación al final de cada uno de sus turnos, poniendo fin a su condición de aturdimiento si tiene éxito.

Lanzamiento de hechizos (psiónica). El fanático lanza uno de los siguientes conjuros, que no requiere componentes y usa Carisma como habilidad de lanzamiento de conjuros (salvación de conjuro CD 15):

A voluntad: Detectar pensamientos, Ilusión menor.

1/día cada uno: Puerta Arcana, Hambre de Hadar","Deformación del vacío (recarga 5–6). El fanático se teletransporta, junto con cualquier equipo que lleve o lleve puesto, a un espacio desocupado que puede ver a menos de 120 pies de sí mismo, dejando un vacío en el espacio que dejó. Inmediatamente después de teletransportarse, cada criatura a 30 pies del vacío que no sea el fanático debe realizar una tirada de salvación de Fuerza CD 15. Si falla la salvación, la criatura sufre 18 (4d8) de daño de fuerza y ​​es arrastrada al espacio desocupado más cercano al vacío. Con una salvación exitosa, la criatura sufre sólo la mitad del daño. Entonces el vacío desaparece.","","","","","","",""
"Señor supremo aborrecible","MOT","219","Grande","Demonio","maldad legal","16 (armadura natural)","136 (16d10 + 48)","30 pies, Vuela 60 pies.","20","18","16","15","14","16","Con +7, Cha +7","Engaño +7, Intimidación +7, Persuasión +7","","frío, necrótico","veneno","envenenado","Visión oscura 120 pies, percepción pasiva 12","Abisal, Común, Infernal","9 (PX 5.000; PB +4)","Lanzamiento de hechizos innatos. La habilidad de lanzamiento de hechizos del aborrecible señor supremo es Carisma (salvación de hechizo CD 15). Puede lanzar de forma innata los siguientes hechizos, que no requieren componentes materiales:

1/día cada uno: Confusión, corona de locura, Sugestion

Avaricia insaciable. El aborrecible señor supremo puede sentir la presencia de oro a 300 metros de él. Puede determinar qué ubicación tiene la mayor cantidad de oro y detectar la dirección hacia ese sitio. Si el oro se mueve, conoce la dirección del movimiento. No puede localizar el oro si cualquier espesor de arcilla o plomo, incluso una lámina delgada, bloquea un camino directo entre él y el oro.

Resistencia mágica. El aborrecible señor supremo tiene ventaja en las tiradas de salvación contra hechizos y otros efectos mágicos.","Multiataque. El aborrecible señor supremo realiza dos ataques con sus garras.

Garras. Ataque con arma cuerpo a cuerpo: +9 para impactar, alcance 5 pies, un objetivo. Impacto: 14 (2d8 + 5) de daño cortante más 14 (4d6) de daño necrótico. El aborrecible señor supremo recupera puntos de vida equivalentes a la mitad de la cantidad de daño necrótico infligido si el objetivo es una criatura.

Tormenta de Cuervos (Recarga 6). El aborrecible señor supremo evoca un enjambre de cuervos y arpías espectrales en una esfera de 20 pies de radio centrada en un punto que el señor supremo puede ver a 120 pies de ella. La esfera permanece durante 1 minuto o hasta que el señor supremo pierda la concentración (como si se concentrara en un hechizo) y su área sea un terreno ligeramente oscurecido y difícil.

Cualquier criatura que entre en el área por primera vez en un turno o comience su turno allí debe realizar una tirada de salvación de Constitución CD 15. Una criatura sufre 16 (3d10) de daño cortante más 16 (3d10) de daño psíquico si falla la salvación, o la mitad de daño si tiene éxito.","","","","","","","",""
"abjurador","VGM","209","Mediano","Humanoide (cualquier raza)","cualquier alineación","12 (15 con armadura de mago)","84 (13d8 + 26)","30 pies.","9","14","14","18","12","11","Int +8, Sab +5","Arcanos +8, Historia +8","","","","","Percepción pasiva 11","Cuatro idiomas cualesquiera","9 (PX 5.000; PB +4)","Protección Arcana. El abjurador tiene una protección mágica que tiene 30 puntos de vida. Siempre que el abjurador sufre daño, el pupilo sufre el daño. Si el resguardo se reduce a 0 puntos de vida, el abjurador sufre el daño restante. Cuando el abjurador lanza un conjuro de abjuración de nivel 1 o superior, el pupilo recupera una cantidad de puntos de vida igual al doble del nivel del conjuro.

Lanzamiento de hechizos. El abjurador es un lanzador de conjuros de nivel 13. Su habilidad para lanzar hechizos es Inteligencia (salvación de hechizos CD 16, +8 para golpear con ataques de hechizos). El abjurador tiene preparados los siguientes hechizos de mago:

Trucos (a voluntad): Protección de espadas, Luces danzantes, Reparar, Mensaje, Rayo de escarcha

1er nivel (4 espacios): Alarma*, Armadura de mago*, Misil mágico, Escudo*

2do nivel (3 espacios): Cerradura Arcana*, Invisibilidad

3er nivel (3 espacios): Contrahechizo*, Disipar magia*, bola de fuego

4to nivel (3 espacios): Destierro*, piel de piedra*

5to nivel (2 espacios): cono de frío, Muro de fuerza

6to nivel (1 espacio): De carne a piedra, Globo de invulnerabilidad*

7mo nivel (1 espacio): Símbolo*, Teletransportarse

*Hechizo de abjuración de 1er nivel o superior.","Barra. Ataque con arma cuerpo a cuerpo: +3 para impactar, alcance 5 pies, un objetivo. Impacto: 2 (1d6 - 1) de daño contundente, o 3 (1d8 - 1) de daño contundente si se usa con las dos manos.","","","","","","","Urbano",""
"Mago Abjurador","MPMM","260","Mediano","humanoide","cualquier alineación","12 (15 con armadura de mago)","104 (16d8 + 32)","30 pies.","9","14","14","18","12","11","Int +8, Sab +5","Arcanos +8, Historia +8","","","","","Percepción pasiva 11","Cuatro idiomas cualesquiera","9 (PX 5.000; PB +4)","","Multiataque. El abjurador realiza tres ataques Arcane Burst.

Explosión Arcana. Ataque con hechizos cuerpo a cuerpo o a distancia: +6 para impactar, alcance 5 pies o alcance 120 pies, un objetivo. Impacto: 20 (3d10 + 4) de daño de fuerza.

Explosión de fuerza. Cada criatura en un cubo de 20 pies procedente del abjurador debe realizar una tirada de salvación de Constitución CD 16. En una salvación fallida, una criatura sufre 36 (8d8) de daño de fuerza y ​​es empujada hasta 10 pies de distancia del abjurador. Con una salvación exitosa, una criatura recibe la mitad de daño y no es empujada.

Lanzamiento de hechizos. El abjurador lanza uno de los siguientes conjuros, utilizando Inteligencia como aptitud de lanzamiento de conjuros (salvación de conjuro CD 16):

A voluntad: Luces danzantes, Mano de mago, Mensaje, Prestidigitación.

2/día cada uno: Disipar magia, Relámpago, Armadura de mago

1/día cada uno: Cerradura Arcana, Destierro, Globo de invulnerabilidad, Invisibilidad, Muro de fuerza","","Resguardo Arcano (Recarga 4–6). Cuando el abjurador o una criatura que puede ver a menos de 30 pies de él sufre daño, el abjurador crea mágicamente una barrera protectora alrededor de sí mismo o de la otra criatura. La barrera reduce el daño a la criatura protegida en 26 (4d10 + 4), hasta un mínimo de 0, y luego desaparece.","","","","","Urbano",""
"Aboleth","MM'14","13","Grande","Aberración","maldad legal","17 (armadura natural)","135 (18d10+36)","10 pies, nadar 40 pies.","21","9","15","18","15","18","Con +6, Int +8, Sab +6","Historia +12, Percepción +10","","","","","Visión oscura 120 pies, percepción pasiva 20","Habla profunda, telepatía 120 pies.","10 (PX 5.900; PB +4)","Anfibio. El aboleth puede respirar aire y agua.

Nube mucosa. Mientras está bajo el agua, el aboleth está rodeado de moco transformador. Una criatura que toque el aboleth o que lo golpee con un ataque cuerpo a cuerpo mientras esté a 5 pies de él debe realizar una tirada de salvación de Constitución CD 14. Si falla, la criatura enferma durante 1d4 horas. La criatura enferma sólo puede respirar bajo el agua.

Telepatía de sondeo. Si una criatura se comunica telepáticamente con el aboleth, el aboleth aprende los mayores deseos de la criatura si el aboleth puede verla.","Multiataque. El aboleth realiza tres ataques con tentáculos.

Tentáculo. Ataque con arma cuerpo a cuerpo: +9 para impactar, alcance 10 pies, un objetivo. Impacto: 12 (2d6 + 5) de daño contundente. Si el objetivo es una criatura, debe superar una tirada de salvación de Constitución CD 14 o enfermará. La enfermedad no tiene efecto durante 1 minuto y puede eliminarse mediante cualquier magia que cure la enfermedad. Después de 1 minuto, la piel de la criatura enferma se vuelve traslúcida y viscosa, la criatura no puede recuperar puntos de vida a menos que esté bajo el agua, y la enfermedad sólo puede eliminarse mediante curación u otro hechizo de curación de enfermedades de 6º nivel o superior. Cuando la criatura está fuera de una masa de agua, sufre 6 (1d12) de daño por ácido cada 10 minutos, a menos que se aplique humedad a la piel antes de que hayan pasado 10 minutos.

Cola. Ataque con arma cuerpo a cuerpo: +9 para impactar, alcance 10 pies, un objetivo. Impacto: 15 (3d6 + 5) de daño contundente.

Esclavizar (3/Día). El aboleth apunta a una criatura que puede ver a 30 pies de él. El objetivo debe superar una tirada de salvación de Sabiduría CD 14 o ser encantado mágicamente por el aboleth hasta que el aboleth muera o hasta que se encuentre en un plano de existencia diferente al del objetivo. El objetivo encantado está bajo el control del aboleth y no puede reaccionar, y el aboleth y el objetivo pueden comunicarse telepáticamente entre sí a cualquier distancia.

Siempre que el objetivo encantado sufre daño, el objetivo puede repetir la tirada de salvación. Si tiene éxito, el efecto termina. No más de una vez cada 24 horas, el objetivo también puede repetir la tirada de salvación cuando esté al menos a 1 milla de distancia del aboleth.","","","Detectar. El aboleth realiza una prueba de Sabiduría (Percepción).

Deslizamiento de cola. El aboleth realiza un ataque con la cola.

Drenaje Psíquico (Cuesta 2 Acciones). Una criatura encantada por el aboleth sufre 10 (3d6) de daño psíquico y el aboleth recupera puntos de vida iguales al daño que recibe la criatura.","","Cuando lucha dentro de su guarida, un aboleth puede invocar la magia ambiental para realizar acciones en la guarida. En el conteo de iniciativa 20 (perdiendo empates de iniciativa), el aboleth realiza una acción de guarida para causar uno de los siguientes efectos:

El aboleth lanza fuerza fantasmal (no se requieren componentes) sobre cualquier cantidad de criaturas que pueda ver a menos de 60 pies de él. Mientras mantiene la concentración en este efecto, el aboleth no puede realizar otras acciones de guarida. Si un objetivo tiene éxito en la tirada de salvación o si el efecto termina, el objetivo es inmune a la acción de guarida de fuerza fantasmal del aboleth durante las próximas 24 horas, aunque dicha criatura puede elegir verse afectada. Charcos de agua dentro de 90 pies del aboleth surgen en una marea codiciosa. Cualquier criatura en el suelo a menos de 20 pies de dicha piscina debe superar una tirada de salvación de Fuerza CD 14 o será arrastrada hasta 20 pies hacia el agua y caída boca abajo. El aboleth no puede volver a utilizar esta acción de guarida hasta que haya usado una diferente. El agua en la guarida del aboleth se convierte mágicamente en un conducto para la ira de la criatura. El aboleth puede apuntar a cualquier cantidad de criaturas que pueda ver en ese agua a menos de 90 pies de él. Un objetivo debe superar una tirada de salvación de Sabiduría CD 14 o sufrir 7 (2d6) de daño psíquico. El aboleth no puede volver a utilizar esta acción de guarida hasta que haya utilizado otra diferente.","La región que contiene la guarida de un aboleth se deforma por la presencia de la criatura, lo que crea uno o más de los siguientes efectos:

Las superficies subterráneas dentro de 1 milla de la guarida de los aboleth son viscosas y húmedas y constituyen un terreno difícil. Las fuentes de agua dentro de 1 milla de la guarida están contaminadas de forma sobrenatural. Los enemigos de los aboleth que beben esa agua la vomitan en cuestión de minutos. Como acción, el aboleth puede crear una imagen ilusoria de sí mismo dentro de 1 milla de la guarida. La copia puede aparecer en cualquier lugar que el aboleth haya visto antes o en cualquier lugar que una criatura encantada por el aboleth pueda ver actualmente. Una vez creada, la imagen dura mientras el aboleth mantenga la concentración, como si se concentrara en un hechizo. Aunque la imagen es intangible, se ve, suena y puede moverse como el aboleth. El aboleth puede sentir, hablar y usar telepatía desde la posición de la imagen como si estuviera presente en esa posición. Si la imagen sufre algún daño, desaparece. Si el aboleth muere, los dos primeros efectos se desvanecen en el transcurso de 3d10 días.","Infraoscuridad",""
"Aboleth","MM'25","12","Grande","Aberración","maldad legal","17","150 (20d10 + 40)","10 pies, nadar 40 pies.","21","9","15","18","15","18","Des +3, Con +6, Int +8, Sab +6","Historia +12, Percepción +10","","","","","Visión oscura 120 pies, percepción pasiva 20","discurso profundo; Telepatía 120 pies.","10 (XP 5.900, o 7.200 en guarida; PB +4)","Anfibio. El aboleth puede respirar aire y agua.

Restauración sobrenatural. Si es destruido, el aboleth gana un nuevo cuerpo en 5d10 días, reviviendo con todos sus puntos de vida en el Reino Lejano o en otra ubicación elegida por el DM.

Resistencia legendaria (3/día o 4/día en guarida). Si el aboleth falla una tirada de salvación, puede optar por tener éxito.

Nube de moco. Mientras está bajo el agua, el aboleth está rodeado de moco. Tiro de Salvación de Constitución: CD 14, cada criatura en una Emanación de 5 pies que se origina en el aboleth al final del turno del aboleth. Fallo: El objetivo está maldito. Hasta que termina la maldición, la piel del objetivo se vuelve viscosa, el objetivo puede respirar aire y agua y no puede recuperar puntos de vida a menos que esté bajo el agua.

Mientras la criatura maldita esté fuera de un cuerpo de agua, la criatura sufre 6 (1d12) de daño por ácido al final de cada 10 minutos, a menos que se aplique humedad a su piel antes de que pasen esos minutos.

Telepatía de sondeo. Si una criatura que el aboleth puede ver se comunica telepáticamente con el aboleth, el aboleth aprende los mayores deseos de la criatura.","Multiataque. El aboleth realiza dos ataques de tentáculo y usa Consumir recuerdos o Dominar la mente si está disponible.

Tentáculo. Tirada de ataque cuerpo a cuerpo: +9, alcance 15 pies. Impacto: 12 (2d6 + 5) de daño contundente. Si el objetivo es una criatura Grande o más pequeña, tiene la condición de Apresado (escapar CD 14) de uno de los cuatro tentáculos.

Consumir recuerdos. Tiro de salvación de inteligencia: CD 16, una criatura en un radio de 30 pies que esté encantada o agarrada por el aboleth. Fallo: 10 (3d6) de daño psíquico. Éxito: Mitad de daño. Fracaso o éxito: El aboleth gana los recuerdos del objetivo si el objetivo es un humanoide y esta acción lo reduce a 0 puntos de vida.

Dominar la Mente (2/Día). Tiro de salvación de sabiduría: CD 16, una criatura que el aboleth puede ver en un radio de 30 pies. Fallo: El objetivo tiene la condición de Encantado hasta que el aboleth muere o se encuentra en un plano de existencia diferente al del objetivo. Mientras está encantado, el objetivo actúa como un aliado del aboleth y está bajo su control mientras se encuentre a 60 pies de él. Además, el aboleth y el objetivo pueden comunicarse telepáticamente entre sí a cualquier distancia.

El objetivo repite la salvación cada vez que recibe daño y cada 24 horas pasa al menos a 1 milla de distancia del aboleth, lo que finaliza el efecto sobre sí mismo si tiene éxito.","","","Latigazo. El aboleth realiza un ataque de tentáculo.

Drenaje psíquico. Si el aboleth tiene al menos una criatura Hechizada o Apresada, usa Consumir Memorias y recupera 5 (1d10) Puntos de Vida.","","","La región que contiene la guarida de un aboleth se deforma, creando los siguientes efectos:

Agua sucia. Las fuentes de agua dentro de 1 milla de la guarida están contaminadas de forma sobrenatural. Las criaturas distintas del aboleth y sus aliados que beben dicha agua deben superar una tirada de salvación de Constitución CD 15 o tener la condición de Envenenado durante 1 hora.

Proyección psiónica. Mientras está en su guarida, el aboleth puede lanzar Proyecto Imagen, sin requerir componentes de hechizo y usando Inteligencia como habilidad de lanzamiento de hechizos (salvación de hechizo CD 16). Cuando se lanza el hechizo de esta manera, el alcance del hechizo es de 1 milla y el aboleth puede usar su telepatía como si estuviera en el espacio de la ilusión.

Si el aboleth muere o traslada su guarida a otro lugar, estos efectos terminan inmediatamente.","Infraoscuridad, Submarino","reliquias"
"Engendro de Aboleth","CRCotN","135","Mediano","Aberración","maldad legal","14 (armadura natural)","93 (11d8 + 44)","30 pies, nadar 30 pies.","19","11","18","7","12","9","","Percepción +4","","psíquico","","encantado, asustado","Visión oscura 120 pies, percepción pasiva 14","Común, habla profunda, telepatía 60 pies.","5 (PX 1.800; PB +3)","Vasija abolética. El engendro debe obedecer a su aboleth amo.

Anfibio. La puesta puede respirar aire y agua.

Dependencia del agua. El engendro sufre 6 (1d12) de daño por ácido cada 10 minutos que pasa sin estar sumergido en agua.","Multiataque. El engendro realiza un ataque de Lanza, dos ataques de Tentáculo y un ataque de Latigazo Psíquico.

Lanza. Ataque con arma cuerpo a cuerpo o a distancia: +7 para impactar, alcance 5 pies o alcance 20/60 pies, un objetivo. Impacto: 7 (1d6 + 4) de daño perforante, u 8 (1d8 + 4) de daño perforante cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Tentáculo. Ataque con arma cuerpo a cuerpo: +7 para golpear, alcance 10 pies, una criatura. Impacto: El objetivo queda apresado (escapar CD 14) y sufre 9 (2d8) de daño psíquico al comienzo de cada uno de sus turnos hasta que finaliza la presa. El engendro tiene cuatro tentáculos, cada uno de los cuales puede atrapar a una criatura.

Latigazo psíquico. Ataque con hechizos a distancia: +7 para impactar, alcance 120 pies, una criatura. Impacto: 18 (4d8) de daño psíquico.","","","","","","","",""
"Abominable Yeti","MM'14","306","Enorme","Monstruosidad","mal caótico","15 (armadura natural)","137 (11d12+66)","40 pies, subir 40 pies.","24","10","22","9","13","9","","Percepción +5, Sigilo +4","","","frío","","Visión oscura 60 pies, percepción pasiva 15","yeti","9 (PX 5.000; PB +4)","Miedo al fuego. Si el yeti sufre daño por fuego, tiene desventaja en las tiradas de ataque y pruebas de habilidad hasta el final de su siguiente turno.

Olor agudo. El yeti tiene ventaja en las pruebas de Sabiduría (Percepción) que dependen del olfato.

Camuflaje de nieve. El yeti tiene ventaja en las pruebas de Destreza (Sigilo) realizadas para esconderse en terrenos nevados.","Multiataque. El yeti puede usar su Mirada Escalofriante y realiza dos ataques de garra.

Garra. Ataque con arma cuerpo a cuerpo: +11 para golpear, alcance 5 pies, un objetivo. Impacto: 14 (2d6 + 7) de daño cortante más 7 (2d6) de daño por frío.

Mirada escalofriante. El yeti apunta a una criatura que puede ver a 30 pies de él. Si el objetivo puede ver al yeti, debe superar una tirada de salvación de Constitución CD 18 contra esta magia o sufrir 21 (6d6) de daño por frío y luego quedar paralizado durante 1 minuto, a menos que sea inmune al daño por frío. El objetivo puede repetir la tirada de salvación al final de cada uno de sus turnos, finalizando el efecto sobre sí mismo si tiene éxito. Si la tirada de salvación del objetivo tiene éxito, o si el efecto termina en él, el objetivo es inmune a la mirada de este yeti durante 1 hora.

Aliento Frío (Recarga 6). El yeti exhala un cono de aire helado de 30 pies. Cada criatura en esa área debe realizar una tirada de salvación de Constitución CD 18, recibiendo 45 (10d8) de daño por frío si falla, o la mitad de daño si tiene éxito.","","","","","","","Ártico",""
"Abominable Yeti","MM'25","340","Enorme","Monstruosidad","mal caótico","15","137 (11d12+66)","40 pies, subir 40 pies.","24","10","22","9","13","9","","Percepción +9, Sigilo +8","","","frío","","Visión oscura 60 pies, percepción pasiva 19","yeti","9 (PX 5.000; PB +4)","Miedo al fuego. Si el yeti sufre daño de Fuego, tiene Desventaja en las tiradas de ataque y pruebas de habilidad hasta el final de su siguiente turno.","Multiataque. El yeti puede usar su Mirada Escalofriante y realiza dos ataques, usando Garra o Lanzamiento de Hielo en cualquier combinación.

Garra. Tirada de ataque cuerpo a cuerpo: +11, alcance 5 pies. Impacto: 14 (2d6 + 7) de daño cortante más 7 (2d6) de daño por frío.

Lanzamiento de hielo. Tirada de ataque a distancia: +11, alcance 60/240 pies. Impacto: 12 (2d4 + 7) de daño contundente más 7 (2d6) de daño por frío.

Mirada escalofriante. Tiro de salvación de Constitución: CD 18, una criatura que el yeti puede ver a menos de 30 pies. Fallo: 21 (6d6) de daño por frío y el objetivo queda paralizado hasta el inicio del siguiente turno del yeti, a menos que el objetivo tenga inmunidad al daño por frío. Éxito: El objetivo es inmune a la Mirada Escalofriante de este yeti durante 1 hora.

Aliento Frío (Recarga 6). Tiro de salvación de Constitución: CD 18, cada criatura en un cono de 30 pies. Fallo: 45 (10d8) daño por frío. Éxito: Mitad de daño.","","","","","","","Ártico","Cualquier"
"Pollo Abisal","BGDIA","97","Diminuto","Demonio (demonio)","mal caótico","13 (armadura natural)","10 (3d4 + 3)","30 pies, Vuela 30 pies (ver el mal viajero a continuación)","6","14","13","4","9","5","","","","frío, fuego, relámpago","veneno","cegado, envenenado","Vista ciega 30 pies (ciega más allá de este radio), percepción pasiva 9","Entiende a Abyssal pero no puede hablar.","1/4 (PX 50; PB +2)","Mal volador. El pollo abisal cae al final de un turno si está en el aire y lo único que lo mantiene en el aire es su velocidad de vuelo.","Multiataque. El pollo abisal realiza dos ataques: uno con su mordisco y otro con sus garras.

Morder. Ataque con arma cuerpo a cuerpo: +4 para golpear, alcance 5 pies, una criatura. Impacto: 4 (1d4 + 2) de daño perforante.

Garras. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño cortante.","","","","","","","",""
"Miserable abisal","MTF","136","Mediano","Demonio (demonio)","mal caótico","11","18 (4d8)","20 pies.","9","12","11","5","8","5","","","","frío, fuego, relámpago","veneno","encantado, asustado, envenenado","Visión oscura 120 pies, percepción pasiva 9","Entiende a Abyssal pero no puede hablar.","1/4 (PX 50; PB +2)","","Morder. Ataque con arma cuerpo a cuerpo: +3 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d8 + 1) de daño cortante.","","","","","","","",""
