"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Venom Troll","MPMM","248","Large","Giant","chaotic evil","15 (natural armor)","94 (9d10 + 45)","30 ft.","18","13","20","7","9","7","","Perception +2","","","poison","poisoned","Darkvision 60 ft., passive Perception 12","Giant","7 (XP 2.900; PB +3)","Poison Splash. When the troll takes damage of any type but psychic, each creature within 5 feet of the troll takes 9 (2d8) poison damage.

Regeneration. The troll regains 10 hit points at the start of each of its turns. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.","Multiattack. The troll makes one Bite attack and two Claw attacks.

Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) piercing damage plus 4 (1d8) poison damage, and the creature is poisoned until the start of the troll's next turn.

Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage plus 4 (1d8) poison damage.

Venom Spray (Recharge 6). The troll slices itself with a claw, releasing a spray of poison in a 15-foot cube. The troll takes 7 (2d6) slashing damage (this damage can't be reduced in any way). Each creature in the area must make a DC 16 Constitution saving throw. On a failed save, a creature takes 18 (4d8) poison damage and is poisoned for 1 minute. On a successful save, the creature takes half as much damage and isn't poisoned. A poisoned creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.","","","","","","","Forest, Swamp, Underdark",""
"Venomous Snake","MM'25","372","Tiny","Beast","unaligned","12","5 (2d4)","30 ft., Swim 30 ft.","2","15","11","1","10","3","","","","","","","Blindsight 10 ft., passive Perception 10","—","1/8 (XP 25; PB +2)","","Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 4 (1d4 + 2) Piercing damage plus 3 (1d6) Poison damage.","","","","","","","Coastal, Desert, Forest, Grassland, Hill, Swamp",""
"Verbeeg Longstrider","IDRotF","311","Large","Giant","neutral","14 (hide armor)","119 (14d10 + 42)","50 ft.","19","15","16","13","14","10","Dex +5, Con +6, Wis +5","Animal Handling +5, Athletics +7, Stealth +5","","","","","passive Perception 12","Common, Giant","5 (XP 1.800; PB +3)","Innate Spellcasting. The verbeeg's innate spellcasting ability is Wisdom. It can innately cast the following spells, requiring no components:

1/day each: animal messenger, fog cloud, freedom of movement, pass without trace, silence, water walk

Simple Weapon Wielder. A simple weapon deals one extra die of its damage when the verbeeg hits with it (included in the attack).","Multiattack. The verbeeg makes two melee attacks.

Spear. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 14 (3d6 + 4) piercing damage, or 17 (3d8 + 4) piercing damage if used to make a ranged attack or used with two hands to make a melee attack.

Sling. Ranged Weapon Attack: +5 to hit, range 30/120 ft., one target. Hit: 9 (3d4 + 2) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw or be stunned until the end of its next turn.","","","","","","","",""
"Verbeeg Marauder","IDRotF","311","Large","Giant","neutral evil","14 (hide armor, shield)","85 (10d10 + 30)","40 ft.","19","11","16","11","10","9","Dex +2, Con +5","Animal Handling +2, Athletics +6, Stealth +2","","","","","passive Perception 10","Common, Giant","4 (XP 1.100; PB +2)","Simple Weapon Wielder. A simple weapon deals one extra die of its damage when the verbeeg hits with it (included in the attack).","Multiattack. The verbeeg makes two melee attacks.

Spear. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 14 (3d6 + 4) piercing damage, or 17 (3d8 + 4) piercing damage if used to make a ranged attack or used with two hands to make a melee attack.","","","","","","","",""
"Veteran of the Gauntlet","OotA","130","Medium","Humanoid (Human)","lawful good","17 (splint armor)","58 (9d8 + 18)","30 ft.","16","13","14","10","11","10","","Athletics +5, Perception +2","","","","","passive Perception 12","Common, Dwarvish","3 (XP 700; PB +2)","","Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.

Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.

Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.

Heavy Crossbow. Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.","","","","","","","",""
"Vine Blight","MM'25","44","Medium","Plant","neutral evil","12","19 (3d8 + 6)","20 ft.","15","8","14","5","10","3","","Stealth +1","","","","deafened","Blindsight 60 ft., passive Perception 10","Common","1/2 (XP 100; PB +2)","","Constricting Vine. Melee Attack Roll: +4, reach 10 ft. Hit: 6 (1d8 + 2) Bludgeoning damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 12). Until the grapple ends, the target takes 4 (1d8) Bludgeoning damage at the start of each of its turns, and the blight can't make Constricting Vine attacks.

Entangling Plants (Recharge 5–6). The blight casts the Entangle spell, using Constitution as the spellcasting ability (spell save DC 12).","","","","","","","Forest",""
"Vine Blight Tangler","WttHC","undefined","Medium","Plant","neutral evil","12","19 (3d8)","20 ft.","15","8","14","5","10","3","","Stealth +1","","","","deafened","Blindsight 60 ft., passive Perception 10","Common","1/2 (XP 100; PB +2)","","Constricting Vine. Melee Attack Roll: +4, reach 10 ft. Hit: 1d10 + 2 Bludgeoning damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 12) from one of three vines.

Entangling Vines (Recharge 5–6). Grasping vines momentarily appear on each enemy in a 10-foot-radius Sphere centered on a point of the blight's choice within 60 feet of it. Each target must succeed on a DC 12 Strength saving throw or have the Restrained condition until the start of the blight's next turn.","","","","","","","",""
"Violet Fungus","DoSI","48","Medium","Plant","unaligned","5","18 (4d8)","5 ft.","3","1","10","1","3","1","","","","","","blinded, deafened, frightened","Blindsight 30 ft. (blind beyond this radius), passive Perception 6","—","1/4 (XP 50; PB +2)","False Appearance. If the violet fungus is motionless at the start of combat, it has advantage on its initiative roll. Moreover, if a creature hasn't observed the fungus move or act, that creature must succeed on a DC 18 Intelligence (Investigation) check to discern that the violet fungus isn't ordinary fungus.","Multiattack. The fungus makes 1d4 Rotting Touch attacks.

Rotting Touch. Melee Weapon Attack: +2 to hit, reach 10 ft., one creature. Hit: 4 (1d8) necrotic damage.","","","","","","","",""
"Violet Fungus","MM'25","126","Medium","Plant","unaligned","5","18 (4d8)","5 ft.","3","1","10","1","3","1","","","","","","blinded, charmed, deafened, frightened","Blindsight 30 ft., passive Perception 6","—","1/4 (XP 50; PB +2)","","Multiattack. The fungus makes two Rotting Touch attacks.

Rotting Touch. Melee Attack Roll: +2, reach 10 ft. Hit: 4 (1d8) Necrotic damage.","","","","","","","Underdark",""
"Violet Fungus Necrohulk","MM'25","126","Large","Plant","neutral evil","17","123 (13d10 + 52)","40 ft.","19","12","18","7","14","10","","","","","necrotic, poison","blinded, charmed, deafened, frightened, poisoned","Blindsight 60 ft., passive Perception 12","—","7 (XP 2.900; PB +3)","","Multiattack. The necrohulk makes two Rotting Slam attacks.

Rotting Slam. Melee Attack Roll: +7, reach 10 ft. Hit: 9 (1d10 + 4) Bludgeoning damage plus 7 (2d6) Necrotic damage.

Spore Bomb (Recharge 5–6). Constitution Saving Throw: DC 15, each creature in a 20-foot-radius Sphere centered on a point the necrohulk can see within 60 feet. Failure: 28 (8d6) Necrotic damage, and the target has the Poisoned condition until the start of the necrohulk's next turn. While Poisoned, the target can't regain Hit Points. Success: Half damage only.","Absorb Body. Strength Saving Throw: DC 15, one Medium or Small creature the necrohulk can see within 5 feet. Failure: The target is pulled into the necrohulk's space and becomes grafted to its body. The necrohulk can have only one target grafted at a time.

While grafted, the target has the Restrained condition and Disadvantage on Constitution saving throws. When the necrohulk moves, the grafted target moves with it. If the target dies while grafted, its body is destroyed, and the necrohulk regains 10 Hit Points.

The grafted target or a creature within 5 feet of the necrohulk can take an action to make a DC 15 Strength (Athletics) check. On a successful check, the target is no longer grafted and moves to an unoccupied space within 5 feet of the necrohulk.","","","","","","Underdark",""
"Virvos Magen","NF","undefined","Medium","Construct","unaligned","21","110 (17d8 + 34)","30 ft., Fly 20 ft. (hover)","12","10","14","10","10","16","","Perception +6","","","poison, psychic","blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned","passive Perception 16","Understands Common plus two other languages but can't speak","6 (XP 2.300; PB +3)","Disintegration. If the magen dies, it disintegrates into dust, leaving behind anything it was wearing or carrying.

Magic Resistance. The magen has Advantage on saving throws against spells and other magical effects.","Multiattack. The magen makes two Psychic Blast attacks.

Psychic Blast. Melee or Ranged Attack Roll: +6, reach 5 ft. or range 60 ft. Hit: 21 (6d6) Psychic damage.

Spellcasting. The magen casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 14):

At will: Dancing Lights, Minor Illusion

1/day each: Hypnotic Pattern, Major Image","","","","","","","Any","Arcana"
"Vistana Assassin","CoS","28","Medium","Humanoid (Any Race)","any non-good alignment","15 (studded leather)","78 (12d8 + 24)","30 ft.","11","16","14","13","11","10","Dex +6, Int +4","Acrobatics +6, Deception +3, Perception +3, Stealth +9","","poison","","","passive Perception 13","Thieves' cant plus any two languages","8 (XP 3.900; PB +3)","Assassinate. During its first turn, the assassin has advantage on attack rolls against any creature that hasn't taken a turn. Any hit the assassin scores against a surprised creature is a critical hit.

Evasion. If the assassin is subjected to an effect that allows it to make a Dexterity saving throw to take only half damage, the assassin instead takes no damage if it succeeds on the saving throw, and only half damage if it fails.

Sneak Attack (1/Turn). The assassin deals an extra 14 (4d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 feet of an ally of the assassin that isn't incapacitated and the assassin doesn't have disadvantage on the attack roll.","Multiattack. The assassin makes two shortsword attacks.

Shortsword. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.

Light Crossbow. Ranged Weapon Attack: +6 to hit, range 80/320 ft., one target. Hit: 7 (1d8 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.

Curse (Recharges After a Long Rest). The Vistana targets one creature that it can see within 30 feet of it. The target must succeed on a DC 11 Wisdom saving throw or be cursed. The Vistana chooses the curse's effect from the options that follow; other Vistani curses are possible. All such effects deal psychic damage to the Vistani who uttered them when they end:

The target is unable to perform a certain kind of act involving fine motor control, such as tying knots, writing, playing an instrument, sewing, or casting spells that have somatic components. When this curse ends, the Vistana takes 1d6 psychic damage.The target's appearance changes in a sinister yet purely cosmetic way. For example, the curse can place a scar on the target's face, turn the target's teeth into yellow fangs, or give the target bad breath. When this curse ends, the Vistana takes 1d6 psychic damage.A nonmagical item in the target's possession (chosen by the DM) disappears and can't be found until the curse ends. The lost item can weigh no more than 1 pound. When this curse ends, the Vistana takes 1d6 psychic damage.The target gains vulnerability to a damage type of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target has disadvantage on ability checks and saving throws tied to one ability score of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target's attunement to one magic item (chosen by the DM) ends, and the target can't attune to the chosen item until the curse ends. When this curse ends, the Vistana takes 5d6 psychic damage.The target is blinded, deafened, or both. When this curse ends, the Vistana takes 5d6 psychic damage.The curse lasts until ended with a greater restoration spell, a remove curse spell, or similar magic. It doesn't end when the target dies. If a cursed target is returned to life, the curse remains in effect.

Evil Eye (Recharges after a Short or Long Rest). As an action, a Vistana can target a creature within 10 feet that the Vistana can see. This magical ability, which the Vistani call the Evil Eye, duplicates the duration and effect of the animal friendship, charm person, or hold person spell (Vistana's choice; spell DC 11), but requires neither somatic nor material components. If the target succeeds on the save, the Vistana is blinded until the end of the Vistana's next turn.

A Vistana who uses Evil Eye can't use it again before finishing a short or long rest. Once a target succeeds on a saving throw against a Vistana's Evil Eye, it is immune to the Evil Eye of all Vistani for 24 hours.","","","","","","","",""
"Vistana Bandit","CoS","28","Medium","Humanoid (Any Race)","any non-lawful alignment","12 (leather armor)","11 (2d8 + 2)","30 ft.","11","12","12","10","10","10","","","","","","","passive Perception 10","Any one language (usually Common)","1/8 (XP 25; PB +2)","","Scimitar. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) slashing damage.

Light Crossbow. Ranged Weapon Attack: +3 to hit, range 80/320 ft., one target. Hit: 5 (1d8 + 1) piercing damage.

Curse (Recharges After a Long Rest). The Vistana targets one creature that it can see within 30 feet of it. The target must succeed on a DC 10 Wisdom saving throw or be cursed. The Vistana chooses the curse's effect from the options that follow; other Vistani curses are possible. All such effects deal psychic damage to the Vistani who uttered them when they end:

The target is unable to perform a certain kind of act involving fine motor control, such as tying knots, writing, playing an instrument, sewing, or casting spells that have somatic components. When this curse ends, the Vistana takes 1d6 psychic damage.The target's appearance changes in a sinister yet purely cosmetic way. For example, the curse can place a scar on the target's face, turn the target's teeth into yellow fangs, or give the target bad breath. When this curse ends, the Vistana takes 1d6 psychic damage.A nonmagical item in the target's possession (chosen by the DM) disappears and can't be found until the curse ends. The lost item can weigh no more than 1 pound. When this curse ends, the Vistana takes 1d6 psychic damage.The target gains vulnerability to a damage type of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target has disadvantage on ability checks and saving throws tied to one ability score of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target's attunement to one magic item (chosen by the DM) ends, and the target can't attune to the chosen item until the curse ends. When this curse ends, the Vistana takes 5d6 psychic damage.The target is blinded, deafened, or both. When this curse ends, the Vistana takes 5d6 psychic damage.The curse lasts until ended with a greater restoration spell, a remove curse spell, or similar magic. It doesn't end when the target dies. If a cursed target is returned to life, the curse remains in effect.

Evil Eye (Recharges after a Short or Long Rest). As an action, a Vistana can target a creature within 10 feet that the Vistana can see. This magical ability, which the Vistani call the Evil Eye, duplicates the duration and effect of the animal friendship, charm person, or hold person spell (Vistana's choice; spell DC 10), but requires neither somatic nor material components. If the target succeeds on the save, the Vistana is blinded until the end of the Vistana's next turn.

A Vistana who uses Evil Eye can't use it again before finishing a short or long rest. Once a target succeeds on a saving throw against a Vistana's Evil Eye, it is immune to the Evil Eye of all Vistani for 24 hours.","","","","","","","",""
"Vistana Bandit Captain","CoS","28","Medium","Humanoid (Any Race)","any non-lawful alignment","15 (studded leather)","65 (10d8 + 20)","30 ft.","15","16","14","14","11","14","Str +4, Dex +5, Wis +2","Athletics +4, Deception +4","","","","","passive Perception 10","Any two languages","2 (XP 450; PB +2)","","Multiattack. The captain makes three melee attacks: two with its scimitar and one with its dagger. Or the captain makes two ranged attacks with its daggers.

Scimitar. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.

Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d4 + 3) piercing damage.

Curse (Recharges After a Long Rest). The Vistana targets one creature that it can see within 30 feet of it. The target must succeed on a DC 12 Wisdom saving throw or be cursed. The Vistana chooses the curse's effect from the options that follow; other Vistani curses are possible. All such effects deal psychic damage to the Vistani who uttered them when they end:

The target is unable to perform a certain kind of act involving fine motor control, such as tying knots, writing, playing an instrument, sewing, or casting spells that have somatic components. When this curse ends, the Vistana takes 1d6 psychic damage.The target's appearance changes in a sinister yet purely cosmetic way. For example, the curse can place a scar on the target's face, turn the target's teeth into yellow fangs, or give the target bad breath. When this curse ends, the Vistana takes 1d6 psychic damage.A nonmagical item in the target's possession (chosen by the DM) disappears and can't be found until the curse ends. The lost item can weigh no more than 1 pound. When this curse ends, the Vistana takes 1d6 psychic damage.The target gains vulnerability to a damage type of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target has disadvantage on ability checks and saving throws tied to one ability score of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target's attunement to one magic item (chosen by the DM) ends, and the target can't attune to the chosen item until the curse ends. When this curse ends, the Vistana takes 5d6 psychic damage.The target is blinded, deafened, or both. When this curse ends, the Vistana takes 5d6 psychic damage.The curse lasts until ended with a greater restoration spell, a remove curse spell, or similar magic. It doesn't end when the target dies. If a cursed target is returned to life, the curse remains in effect.

Evil Eye (Recharges after a Short or Long Rest). As an action, a Vistana can target a creature within 10 feet that the Vistana can see. This magical ability, which the Vistani call the Evil Eye, duplicates the duration and effect of the animal friendship, charm person, or hold person spell (Vistana's choice; spell DC 12), but requires neither somatic nor material components. If the target succeeds on the save, the Vistana is blinded until the end of the Vistana's next turn.

A Vistana who uses Evil Eye can't use it again before finishing a short or long rest. Once a target succeeds on a saving throw against a Vistana's Evil Eye, it is immune to the Evil Eye of all Vistani for 24 hours.","","Parry. The captain adds 2 to its AC against one melee attack that would hit it. To do so, the captain must see the attacker and be wielding a melee weapon.","","","","","",""
"Vistana Commoner","CoS","28","Medium","Humanoid (Any Race)","any alignment","10","4 (1d8)","30 ft.","10","10","10","10","10","10","","","","","","","passive Perception 10","Any one language (usually Common)","0 (XP 10; PB +2)","","Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.

Curse (Recharges After a Long Rest). The Vistana targets one creature that it can see within 30 feet of it. The target must succeed on a DC 10 Wisdom saving throw or be cursed. The Vistana chooses the curse's effect from the options that follow; other Vistani curses are possible. All such effects deal psychic damage to the Vistani who uttered them when they end:

The target is unable to perform a certain kind of act involving fine motor control, such as tying knots, writing, playing an instrument, sewing, or casting spells that have somatic components. When this curse ends, the Vistana takes 1d6 psychic damage.The target's appearance changes in a sinister yet purely cosmetic way. For example, the curse can place a scar on the target's face, turn the target's teeth into yellow fangs, or give the target bad breath. When this curse ends, the Vistana takes 1d6 psychic damage.A nonmagical item in the target's possession (chosen by the DM) disappears and can't be found until the curse ends. The lost item can weigh no more than 1 pound. When this curse ends, the Vistana takes 1d6 psychic damage.The target gains vulnerability to a damage type of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target has disadvantage on ability checks and saving throws tied to one ability score of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target's attunement to one magic item (chosen by the DM) ends, and the target can't attune to the chosen item until the curse ends. When this curse ends, the Vistana takes 5d6 psychic damage.The target is blinded, deafened, or both. When this curse ends, the Vistana takes 5d6 psychic damage.The curse lasts until ended with a greater restoration spell, a remove curse spell, or similar magic. It doesn't end when the target dies. If a cursed target is returned to life, the curse remains in effect.

Evil Eye (Recharges after a Short or Long Rest). As an action, a Vistana can target a creature within 10 feet that the Vistana can see. This magical ability, which the Vistani call the Evil Eye, duplicates the duration and effect of the animal friendship, charm person, or hold person spell (Vistana's choice; spell DC 10), but requires neither somatic nor material components. If the target succeeds on the save, the Vistana is blinded until the end of the Vistana's next turn.

A Vistana who uses Evil Eye can't use it again before finishing a short or long rest. Once a target succeeds on a saving throw against a Vistana's Evil Eye, it is immune to the Evil Eye of all Vistani for 24 hours.","","","","","","","",""
"Vistana Guard","CoS","28","Medium","Humanoid (Any Race)","any alignment","16 (chain shirt, shield)","11 (2d8 + 2)","30 ft.","13","12","12","10","11","10","","Perception +2","","","","","passive Perception 12","Any one language (usually Common)","1/8 (XP 25; PB +2)","","Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.

Curse (Recharges After a Long Rest). The Vistana targets one creature that it can see within 30 feet of it. The target must succeed on a DC 10 Wisdom saving throw or be cursed. The Vistana chooses the curse's effect from the options that follow; other Vistani curses are possible. All such effects deal psychic damage to the Vistani who uttered them when they end:

The target is unable to perform a certain kind of act involving fine motor control, such as tying knots, writing, playing an instrument, sewing, or casting spells that have somatic components. When this curse ends, the Vistana takes 1d6 psychic damage.The target's appearance changes in a sinister yet purely cosmetic way. For example, the curse can place a scar on the target's face, turn the target's teeth into yellow fangs, or give the target bad breath. When this curse ends, the Vistana takes 1d6 psychic damage.A nonmagical item in the target's possession (chosen by the DM) disappears and can't be found until the curse ends. The lost item can weigh no more than 1 pound. When this curse ends, the Vistana takes 1d6 psychic damage.The target gains vulnerability to a damage type of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target has disadvantage on ability checks and saving throws tied to one ability score of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target's attunement to one magic item (chosen by the DM) ends, and the target can't attune to the chosen item until the curse ends. When this curse ends, the Vistana takes 5d6 psychic damage.The target is blinded, deafened, or both. When this curse ends, the Vistana takes 5d6 psychic damage.The curse lasts until ended with a greater restoration spell, a remove curse spell, or similar magic. It doesn't end when the target dies. If a cursed target is returned to life, the curse remains in effect.

Evil Eye (Recharges after a Short or Long Rest). As an action, a Vistana can target a creature within 10 feet that the Vistana can see. This magical ability, which the Vistani call the Evil Eye, duplicates the duration and effect of the animal friendship, charm person, or hold person spell (Vistana's choice; spell DC 10), but requires neither somatic nor material components. If the target succeeds on the save, the Vistana is blinded until the end of the Vistana's next turn.

A Vistana who uses Evil Eye can't use it again before finishing a short or long rest. Once a target succeeds on a saving throw against a Vistana's Evil Eye, it is immune to the Evil Eye of all Vistani for 24 hours.","","","","","","","",""
"Vistana Spy","CoS","28","Medium","Humanoid (Any Race)","any alignment","12","27 (6d8)","30 ft.","10","15","10","12","14","16","","Deception +5, Insight +4, Investigation +5, Perception +6, Persuasion +5, Sleight of Hand +4, Stealth +4","","","","","passive Perception 16","Any two languages","1 (XP 200; PB +2)","Cunning Action. On each of its turns, the spy can use a bonus action to take the Dash, Disengage, or Hide action.

Sneak Attack (1/Turn). The spy deals an extra 7 (2d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 feet of an ally of the spy that isn't incapacitated and the spy doesn't have disadvantage on the attack roll.","Multiattack. The spy makes two melee attacks.

Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.

Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.

Curse (Recharges After a Long Rest). The Vistana targets one creature that it can see within 30 feet of it. The target must succeed on a DC 13 Wisdom saving throw or be cursed. The Vistana chooses the curse's effect from the options that follow; other Vistani curses are possible. All such effects deal psychic damage to the Vistani who uttered them when they end:

The target is unable to perform a certain kind of act involving fine motor control, such as tying knots, writing, playing an instrument, sewing, or casting spells that have somatic components. When this curse ends, the Vistana takes 1d6 psychic damage.The target's appearance changes in a sinister yet purely cosmetic way. For example, the curse can place a scar on the target's face, turn the target's teeth into yellow fangs, or give the target bad breath. When this curse ends, the Vistana takes 1d6 psychic damage.A nonmagical item in the target's possession (chosen by the DM) disappears and can't be found until the curse ends. The lost item can weigh no more than 1 pound. When this curse ends, the Vistana takes 1d6 psychic damage.The target gains vulnerability to a damage type of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target has disadvantage on ability checks and saving throws tied to one ability score of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target's attunement to one magic item (chosen by the DM) ends, and the target can't attune to the chosen item until the curse ends. When this curse ends, the Vistana takes 5d6 psychic damage.The target is blinded, deafened, or both. When this curse ends, the Vistana takes 5d6 psychic damage.The curse lasts until ended with a greater restoration spell, a remove curse spell, or similar magic. It doesn't end when the target dies. If a cursed target is returned to life, the curse remains in effect.

Evil Eye (Recharges after a Short or Long Rest). As an action, a Vistana can target a creature within 10 feet that the Vistana can see. This magical ability, which the Vistani call the Evil Eye, duplicates the duration and effect of the animal friendship, charm person, or hold person spell (Vistana's choice; spell DC 13), but requires neither somatic nor material components. If the target succeeds on the save, the Vistana is blinded until the end of the Vistana's next turn.

A Vistana who uses Evil Eye can't use it again before finishing a short or long rest. Once a target succeeds on a saving throw against a Vistana's Evil Eye, it is immune to the Evil Eye of all Vistani for 24 hours.","","","","","","","",""
"Vistana Thug","CoS","28","Medium","Humanoid (Any Race)","any non-good alignment","11 (leather armor)","32 (5d8 + 10)","30 ft.","15","11","14","10","10","11","","Intimidation +2","","","","","passive Perception 10","Any one language (usually Common)","1/2 (XP 100; PB +2)","Pack Tactics. The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 feet of the creature and the ally isn't incapacitated.","Multiattack. The thug makes two melee attacks.

Mace. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) bludgeoning damage.

Heavy Crossbow. Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage.

Curse (Recharges After a Long Rest). The Vistana targets one creature that it can see within 30 feet of it. The target must succeed on a DC 10 Wisdom saving throw or be cursed. The Vistana chooses the curse's effect from the options that follow; other Vistani curses are possible. All such effects deal psychic damage to the Vistani who uttered them when they end:

The target is unable to perform a certain kind of act involving fine motor control, such as tying knots, writing, playing an instrument, sewing, or casting spells that have somatic components. When this curse ends, the Vistana takes 1d6 psychic damage.The target's appearance changes in a sinister yet purely cosmetic way. For example, the curse can place a scar on the target's face, turn the target's teeth into yellow fangs, or give the target bad breath. When this curse ends, the Vistana takes 1d6 psychic damage.A nonmagical item in the target's possession (chosen by the DM) disappears and can't be found until the curse ends. The lost item can weigh no more than 1 pound. When this curse ends, the Vistana takes 1d6 psychic damage.The target gains vulnerability to a damage type of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target has disadvantage on ability checks and saving throws tied to one ability score of the Vistana's choice. When this curse ends, the Vistana takes 3d6 psychic damage.The target's attunement to one magic item (chosen by the DM) ends, and the target can't attune to the chosen item until the curse ends. When this curse ends, the Vistana takes 5d6 psychic damage.The target is blinded, deafened, or both. When this curse ends, the Vistana takes 5d6 psychic damage.The curse lasts until ended with a greater restoration spell, a remove curse spell, or similar magic. It doesn't end when the target dies. If a cursed target is returned to life, the curse remains in effect.

Evil Eye (Recharges after a Short or Long Rest). As an action, a Vistana can target a creature within 10 feet that the Vistana can see. This magical ability, which the Vistani call the Evil Eye, duplicates the duration and effect of the animal friendship, charm person, or hold person spell (Vistana's choice; spell DC 10), but requires neither somatic nor material components. If the target succeeds on the save, the Vistana is blinded until the end of the Vistana's next turn.

A Vistana who uses Evil Eye can't use it again before finishing a short or long rest. Once a target succeeds on a saving throw against a Vistana's Evil Eye, it is immune to the Evil Eye of all Vistani for 24 hours.","","","","","","","",""
"Vlazok","VEoR","238","Large","Fiend (Demon)","chaotic evil","17 (natural armor)","136 (16d10 + 48)","30 ft., Climb 30 ft.","21","18","16","6","9","9","Str +9, Con +7","Perception +3","","cold, fire, lightning","poison","charmed, exhaustion, frightened, poisoned","Darkvision 120 ft., passive Perception 13","Abyssal, telepathy 120 ft.","11 (XP 7.200; PB +4)","All-Around Vision. The vlazok can't be surprised.

Blood Frenzy. The vlazok has advantage on melee attack rolls against any creature that doesn't have all its hit points.

Magic Resistance. The vlazok has advantage on saving throws against spells and other magical effects.

Spider Climb. The vlazok can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.","Multiattack. The vlazok makes two Gore attacks.

Gore. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 23 (4d8 + 5) piercing damage, and if the target is a Large or smaller creature, it has the prone condition.","Stomp. Melee Weapon Attack: +9 to hit, reach 5 ft., one prone creature. Hit: 27 (4d10 + 5) bludgeoning damage.","","","","","","",""
