Name,Source,Page,Level,Casting Time,Duration,School,Range,Components,Classes,Optional/Variant Classes,Subclasses,Text,At Higher Levels
Glyph of Warding,PHB'24,279,3rd,1 Hr.,Until dispelled or triggered,abjuracion,toque,"V, S, M (powdered diamond worth 200+ GP, which the spell consumes)","Artificer (EFA), Bard (PHB'24), Cleric (PHB'24), Wizard (PHB'24)",,"Abjurer (PHB'24) Wizard, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You inscribe a glyph that later unleashes a magical effect. You inscribe it either on a surface (such as a table or a section of floor) or within an object that can be closed (such as a book or chest) to conceal the glyph. The glyph can cover an area no larger than 10 pies in diameter. If the surface or object is moved more than 10 pies from where you cast this spell, the glyph is broken, and the spell ends without being triggered.

The glyph is nearly imperceptible and requires a successful Wisdom (Perception) check against your CD de salvacion de conjuros to notice.

When you inscribe the glyph, you set its trigger and choose whether it's an explosive rune or a spell glyph, as explained below.

Set the Trigger. You decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, Comun triggers include touching or stepping on the glyph, removing another object covering it, or approaching within a certain distance of it. For glyphs inscribed within an object, Comun triggers include opening that object or seeing the glyph. Once a glyph is triggered, this spell ends.

You can refine the trigger so that only creatures of certain types activate it (for example, the glyph could be set to affect Aberrations). You can also set conditions for creatures that don't trigger the glyph, such as those who say a certain password.

Explosive Rune. When triggered, the glyph erupts with magical energy in a 20-foot-radius Sphere centered on the glyph. cada criatura in the area makes a Dexterity tirada de salvacion. A creature recibe 5d8 Acid, Cold, Fire, Lightning, or Thunder dano (your choice when you create the glyph) on a failed save or half as much dano on a successful one.

Spell Glyph. You can store a prepared spell of level 3 or lower in the glyph by casting it as part of creating the glyph. The spell must target a single creature or an area. The spell being stored has no immediate effect when cast in this way.

When the glyph is triggered, the stored spell recibe effect. If the spell has a target, it targets the creature that triggered the glyph. If the spell affects an area, the area is centered on that creature. If the spell summons Hostile creatures or creates harmful objects or traps, they appear as close as possible to the intruder and attack it. If the spell requires Concentration, it lasts hasta el final de its full Duracion.","Using a Higher-Level Spell Slot. The dano of an explosive rune increases by 1d8 for each spell slot level above 3. If you create a spell glyph, you can store any spell of up to the same level as the spell slot you use for the Glyph of Warding."
Goodberry,PHB'14,246,1st,accion,instantaneo,transmutacion,toque,"V, S, M (a sprig of mistletoe)","Druid (PHB'14), Ranger (PHB'14)",,Lore (PHB'24) Bard,"Up to ten berries appear in your hand and are infused with magic for the Duracion. A creature can use its action to eat one berry. Eating a berry restores 1 hit point, and the berry provides enough nourishment to sustain a creature for one day.

The berries lose their potency if they have not been consumed within 24 hours of the casting of this spell.",
Goodberry,PHB'24,280,1st,accion,24 hours,conjuracion,toque,"V, S, M (a sprig of mistletoe)","Druid (PHB'24), Ranger (PHB'24)",,Lore (PHB'24) Bard,"Ten berries appear in your hand and are infused with magic for the Duracion. A creature can take a Bonus Action to eat one berry. Eating a berry restores 1 Hit Point, and the berry provides enough nourishment to sustain a creature for one day.

Uneaten berries disappear when the spell ends.",
Grasping Vine,PHB'14,246,4th,Bonus,"Concentration, up to 1 minute",conjuracion,30 pies,"V, S","Druid (PHB'14), Ranger (PHB'14)",,"Nature (PHB'14) Cleric, Nature (PHB'14) Cleric","You conjure a vine that sprouts from the ground in an unoccupied space of your choice that you can see within Alcance. When you cast this spell, you can direct the vine to lash out at a creature within 30 pies of it that you can see. That creature debe superar a Dexterity tirada de salvacion o quedar pulled 20 pies directly toward the vine.

Until the spell ends, you can direct the vine to lash out at the same creature or another one as a bonus action on each of your turns.",
Grasping Vine,PHB'24,280,4th,Bonus,"Concentration, up to 1 minute",conjuracion,60 pies,"V, S","Druid (PHB'24), Ranger (PHB'24)",,"Nature (PHB'14) Cleric, Nature (PHB'14) Cleric","You conjure a vine that sprouts from a surface in an unoccupied space that you can see within Alcance. The vine lasts for the Duracion.

Make a melee spell attack against a creature within 30 pies of the vine. On a hit, el objetivo recibe 4d8 Bludgeoning dano and is pulled up to 30 pies toward the vine; if el objetivo is Enorme or smaller, it has the agarrado condition (escape DC equal to your CD de salvacion de conjuros). The vine can grapple only una criatura at a time, and you can cause the vine to release a agarrado creature (No requiere accion).

As a Bonus Action on your later turns, you can repeat the attack against a creature within 30 pies of the vine.",Using a Higher-Level Spell Slot. The number of creatures the vine can grapple increases by one for each spell slot level above 4.
Gravity Fissure,EGW,187,6th,accion,instantaneo,evocacion,personal,"V, S, M (a fistful of iron filings)",,,"Chronurgy (EGW) Wizard, Chronurgy (EGW) Wizard, Graviturgy (EGW) Wizard, Graviturgy (EGW) Wizard","You manifest a ravine of gravitational energy in a line originating from you that is 100 pies long and 5 pies wide. cada criatura in that line must make a Constitution tirada de salvacion, taking 8d8 force dano on a failed save, or half as much dano on a successful one.

cada criatura within 10 pies of the line but not in it debe superar a Constitution tirada de salvacion or take 8d8 force dano and be pulled toward the line until the creature is in its area.","A niveles superiores. When you cast this spell using a spell slot of 7th level or higher, the dano increases by 1d8 for each slot level above 6th."
Gravity Sinkhole,EGW,187,4th,accion,instantaneo,evocacion,120 pies,"V, S, M (a black marble)",,,"Chronurgy (EGW) Wizard, Chronurgy (EGW) Wizard, Graviturgy (EGW) Wizard, Graviturgy (EGW) Wizard","A 20-foot-radius sphere of crushing force forms at a point you can see within Alcance and tugs at the creatures there. cada criatura in the sphere must make a Constitution tirada de salvacion. On a failed save, the creature recibe 5d10 force dano and is pulled in a straight line toward the center of the sphere, ending in an unoccupied space as close to the center as possible (even if that space is in the air). On a successful save, the creature recibe half as much dano and isn't pulled.","A niveles superiores. When you cast this spell using a spell slot of 5th level or higher, the dano increases by 1d10 for each slot level above 4th."
Grease,PHB'14,246,1st,accion,1 minute,conjuracion,60 pies,"V, S, M (a bit of pork rind or butter)","Artificer (TCE), Wizard (PHB'14)",Sorcerer (PHB'14),"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","Slick grease covers the ground in a 10-foot square centered on a point within Alcance and turns it into difficult terrain for the Duracion.

When the grease appears, cada criatura standing in its area debe superar a Dexterity tirada de salvacion or fall derribado. A creature that enters the area or ends its turn there must also succeed on a Dexterity tirada de salvacion or fall derribado.",
Grease,PHB'24,280,1st,accion,1 minute,conjuracion,60 pies,"V, S, M (a bit of pork rind or butter)","Artificer (EFA), Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","Nonflammable grease covers the ground in a 10-foot square centered on a point within Alcance and turns it into Difficult Terrain for the Duracion.

When the grease appears, cada criatura standing in its area debe superar a Dexterity tirada de salvacion or have the derribado condition. A creature that enters the area or ends its turn there must also succeed on that save or fall derribado.",
Greater Invisibility,PHB'14,246,4th,accion,"Concentration, up to 1 minute",ilusion,toque,"V, S","Bard (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Armorer (TCE) Artificer, Land (Underdark) (PHB'14) Druid, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Gloom Stalker (XGE) Ranger, Illusionist (PHB'24) Wizard, Archfey (PHB'14) Warlock, Genie (Djinni) (TCE) Warlock, Genie (Djinni) (TCE) Warlock, No muerto (VRGR) Warlock, No muerto (VRGR) Warlock, Twilight (TCE) Cleric, Twilight (TCE) Cleric",You or a creature you touch becomes invisible until the spell ends. Anything el objetivo is wearing or carrying is invisible as long as it is on el objetivo's person.,
Greater Invisibility,PHB'24,281,4th,accion,"Concentration, up to 1 minute",ilusion,toque,"V, S","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Archfey (PHB'24) Warlock, Armorer (TCE) Artificer, Armorer (EFA) Artificer, Land (Underdark) (PHB'14) Druid, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Gloom Stalker (XGE) Ranger, Gloom Stalker (PHB'24) Ranger, Illusionist (PHB'24) Wizard, Archfey (PHB'14) Warlock, Genie (Djinni) (TCE) Warlock, Genie (Djinni) (TCE) Warlock, No muerto (VRGR) Warlock, No muerto (VRGR) Warlock, Twilight (TCE) Cleric, Twilight (TCE) Cleric",A creature you touch has the invisible condition until the spell ends.,
Greater Restoration,PHB'14,246,5th,accion,instantaneo,abjuracion,toque,"V, S, M (diamond dust worth at least 100 gp, which the spell consumes)","Artificer (TCE), Bard (PHB'14), Cleric (PHB'14), Druid (PHB'14)",Ranger (PHB'14),"Clockwork Soul (TCE) Sorcerer, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Peace (TCE) Cleric, Peace (TCE) Cleric, Celestial (XGE) Warlock","You imbue a creature you touch with positive energy to undo a debilitating effect. You can reduce el objetivo's exhaustion level by one, or end one of the following effects on el objetivo:

One effect that hechizado or petrificado the targetOne curse, including el objetivo's attunement to a cursed magic itemAny reduction to one of el objetivo's ability scoresOne effect reducing el objetivo's hit point maximum",
Greater Restoration,PHB'24,281,5th,accion,instantaneo,abjuracion,toque,"V, S, M (diamond dust worth 100+ GP, which the spell consumes)","Artificer (EFA), Bard (PHB'24), Cleric (PHB'24), Druid (PHB'24), Paladin (PHB'24), Ranger (PHB'24)",,"Celestial (PHB'24) Warlock, Clockwork (PHB'24) Sorcerer, Clockwork Soul (TCE) Sorcerer, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Life (PHB'24) Cleric, Peace (TCE) Cleric, Peace (TCE) Cleric, Spellfire (FRHoF) Sorcerer, Celestial (XGE) Warlock","You touch a creature and magically remove one of the following effects from it:

1 Exhaustion levelThe hechizado or petrificado conditionA curse, including el objetivo's Attunement to a cursed magic itemAny reduction to one of el objetivo's ability scoresAny reduction to el objetivo's Hit Point maximum",
Green-Flame Blade,TCE,107,truco,accion,instantaneo,evocacion,personal,"S, M (a melee arma worth at least 1 sp)","Artificer (TCE), Artificer (EFA), Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard","You brandish the arma used in the spell's casting and make a melee attack with it against una criatura within 5 pies of you. On a hit, el objetivo suffers the arma attack's normal effects, and you can cause green fire to leap from el objetivo to a different creature of your choice that you can see within 5 pies of it. The second creature recibe fire dano equal to your spellcasting ability modifier.

This spell's dano increases when you reach certain levels. At 5th level, the melee attack deals an extra 1d8 fire dano to el objetivo on a hit, and the fire dano to the second creature increases to 1d8 + your spellcasting ability modifier. Both dano rolls increase by 1d8 at 11th level (2d8 and 2d8) and 17th level (3d8 and 3d8).",
Guardian of Faith,PHB'14,246,4th,accion,8 hours,conjuracion,30 pies,V,Cleric (PHB'14),,"Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Life (PHB'14) Cleric, Light (PHB'14) Cleric, Devotion (PHB'14) Paladin, Crown (SCAG) Paladin, Crown (SCAG) Paladin, Celestial (XGE) Warlock, Solidarity (PSA) (PSA) Cleric, Solidarity (PSA) (PSA) Cleric","A Grande spectral guardian appears and hovers for the Duracion in an unoccupied space of your choice that you can see within Alcance. The guardian occupies that space and is indistinct except for a gleaming sword and escudo emblazoned with the symbol of your deity.

Any creature hostile to you that moves to a space within 10 pies of the guardian for the first time on a turn debe superar a Dexterity tirada de salvacion. The creature recibe 20 radiant dano on a failed save, or half as much dano on a successful one. The guardian vanishes when it has dealt a total of 60 dano.",
Guardian of Faith,PHB'24,281,4th,accion,8 hours,conjuracion,30 pies,V,Cleric (PHB'24),,"Celestial (PHB'24) Warlock, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Life (PHB'14) Cleric, Light (PHB'14) Cleric, Devotion (PHB'14) Paladin, Devotion (PHB'24) Paladin, Crown (SCAG) Paladin, Crown (SCAG) Paladin, Celestial (XGE) Warlock, Solidarity (PSA) (PSA) Cleric, Solidarity (PSA) (PSA) Cleric","A Grande spectral guardian appears and hovers for the Duracion in an unoccupied space that you can see within Alcance. The guardian occupies that space and is invulnerable, and it appears in a form appropriate for your deity or pantheon.

Any enemy that moves to a space within 10 pies of the guardian for the first time on a turn or starts its turn there makes a Dexterity tirada de salvacion, taking 20 Radiant dano on a failed save or half as much dano on a successful one. The guardian vanishes when it has dealt a total of 60 dano.",
Guardian of Nature,XGE,157,4th,Bonus,"Concentration, up to 1 minute",transmutacion,personal,V,,"Druid (PHB'14), Druid (PHB'24), Ranger (PHB'14), Ranger (PHB'24)",,"A nature spirit answers your call and transforms you into a powerful guardian. The transformation lasts until the spell ends. You choose one of the following forms to assume: Primal Bestia or Great Tree.

Primal Bestia. Bestial fur covers your body, your facial features become feral, and you gain the following benefits:

Your walking speed increases by 10 pies.You gain Vision en la oscuridad with a Alcance of 120 pies.You make Strength-based attack rolls with advantage.Your melee arma attacks deal an extra 1d6 force dano on a hit. Great Tree. Your skin appears barky, leaves sprout from your hair, and you gain the following benefits:

You gain 10 temporary puntos de golpe.You make Constitution Tiradas de salvacion with advantage.You make Dexterity- and Wisdom-based attack rolls with advantage.While you are on the ground, the ground within 15 pies of you is difficult terrain for your enemies.",
Guards and Wards,PHB'14,248,6th,10 Min.,24 hours,abjuracion,toque,"V, S, M (burning incense, a Pequeno measure of brimstone and oil, a knotted string, a Pequeno amount of umber hulk blood, and a Pequeno silver vara worth at least 10 gp)","Bard (PHB'14), Wizard (PHB'14)",,"Abjurer (PHB'24) Wizard, Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You create a ward that protects up to 2,500 square pies of floor space (an area 50 pies square, or one hundred 5-foot squares or twenty-five 10-foot squares). The warded area can be up to 20 pies tall, and shaped as you desire. You can ward several stories of a stronghold by dividing the area among them, as long as you can walk into each contiguous area while you are casting the spell.

When you cast this spell, you can specify individuals that are unaffected by any or all of the effects that you choose. You can also specify a password that, when spoken aloud, makes the speaker immune to these effects.

Guards and wards creates the following effects within the warded area.

Corridors. Fog fills all the warded corridors, making them heavily obscured. In addition, at each intersection or branching passage offering a choice of direction, there is a 50 percent chance that a creature other than you will believe it is going in the opposite direction from the one it chooses.

Doors. All doors in the warded area are magically locked, as if sealed by an arcane lock spell. In addition, you can cover up to ten doors with an illusion (equivalent to the illusory object function of the minor illusion spell) to make them appear as plain sections of wall.

Stairs. Webs fill all stairs in the warded area from top to bottom, as the web spell. These strands regrow in 10 minutes if they are burned or torn away while guards and wards lasts.

Other Spell Effect. You can place your choice of one of the following magical effects within the warded area of the stronghold.

Place dancing lights in four corridors. You can designate a simple program that the lights repeat as long as guards and wards lasts.Place magic mouth in two locations.Place stinking cloud in two locations. The vapors appear in the places you designate; they return within 10 minutes if dispersed by wind while guards and wards lasts.Place a constant gust of wind in one corridor or room.Place a suggestion in one location. You select an area of up to 5 pies square, and any creature that enters or passes through the area receives the suggestion mentally.The whole warded area radiates magic. A dispel magic cast on a specific effect, if successful, removes only that effect.

You can create a permanently guarded and warded structure by casting this spell there every day for one year.",
Guards and Wards,PHB'24,282,6th,1 Hr.,24 hours,abjuracion,toque,"V, S, M (a silver vara worth 10+ GP)","Bard (PHB'24), Wizard (PHB'24)",,"Abjurer (PHB'24) Wizard, Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You create a ward that protects up to 2,500 square pies of floor space. The warded area can be up to 20 pies tall, and you shape it as one 50-foot square, one hundred 5-foot squares that are contiguous, or twenty-five 10-foot squares that are contiguous.

When you cast this spell, you can specify individuals that are unaffected by the spell's effects. You can also specify a password that, when spoken aloud within 5 pies of the warded area, makes the speaker immune to its effects.

The spell creates the effects below within the warded area. Dispel Magic has no effect on Guards and Wards itself, but each of the following effects can be dispelled. If all four are dispelled, Guards and Wards ends. If you cast the spell every day for 365 days on the same area, the spell thereafter lasts until all its effects are dispelled.

Corridors. Fog fills all the warded corridors, making them Heavily Obscured. In addition, at each intersection or branching passage offering a choice of direction, there is a 50 percent chance that a creature other than you believes it is going in the opposite direction from the one it chooses.

Doors. All doors in the warded area are magically locked, as if sealed by the Arcane Lock spell. In addition, you can cover up to ten doors with an illusion to make them appear as plain sections of wall.

Stairs. Webs fill all stairs in the warded area from top to bottom, as in the Web spell. These strands regrow in 10 minutes if they are destroyed while Guards and Wards lasts.

Other Spell Effect. Place one of the following magical effects within the warded area:

Dancing Lights in four corridors, with a simple program that the lights repeat as long as Guards and Wards lastsMagic Mouth in two locationsStinking Cloud in two locations (the vapors return within 10 minutes if dispersed while Guards and Wards lasts)Gust of Wind in one corridor or room (the wind blows continuously while the spell lasts)Suggestion in one 5-foot square; any creature that enters that square receives the suggestion mentally",
Guidance,PHB'14,248,truco,accion,"Concentration, up to 1 minute",adivinacion,toque,"V, S","Artificer (TCE), Cleric (PHB'14), Druid (PHB'14)",,"Stars (TCE) Druid, Land (PHB'14) Druid, Lore (PHB'24) Bard, Spirits (VRGR) Bard, Spirits (VRGR) Bard, Moon (FRHoF) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Nature (PHB'14) Cleric, Nature (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric","You touch one willing creature. Once before the spell ends, el objetivo can roll a d4 and add the number rolled to one ability check of its choice. It can roll the die before or after making the ability check. The spell then ends.",
Guidance,PHB'24,282,truco,accion,"Concentration, up to 1 minute",adivinacion,toque,"V, S","Artificer (EFA), Cleric (PHB'24), Druid (PHB'24)",,"Stars (TCE) Druid, Land (PHB'14) Druid, Stars (PHB'24) Druid, Lore (PHB'24) Bard, Spirits (VRGR) Bard, Spirits (VRGR) Bard, Moon (FRHoF) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Nature (PHB'14) Cleric, Nature (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric","You touch a willing creature and choose a skill. Until the spell ends, the creature adds 1d4 to any ability check using the chosen skill.",
Guiding Bolt,PHB'14,248,1st,accion,1 round,evocacion,120 pies,"V, S",Cleric (PHB'14),,"Stars (TCE) Druid, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Glory (TCE) Paladin, Celestial (XGE) Warlock, Solidarity (PSA) (PSA) Cleric, Solidarity (PSA) (PSA) Cleric","A flash of light streaks toward a creature of your choice within Alcance. Make a ranged spell attack against el objetivo. On a hit, el objetivo recibe 4d6 radiant dano, and the next attack roll made against this target before the end of your next turn has advantage, thanks to the mystical dim light glittering on el objetivo until then.","A niveles superiores. When you cast this spell using a spell slot of 2nd level or higher, the dano increases by 1d6 for each slot level above 1st."
Guiding Bolt,PHB'24,282,1st,accion,1 round,evocacion,120 pies,"V, S",Cleric (PHB'24),,"Cartographer (EFA) Artificer, Celestial (PHB'24) Warlock, Stars (TCE) Druid, Stars (PHB'24) Druid, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Glory (PHB'24) Paladin, Glory (TCE) Paladin, Spellfire (FRHoF) Sorcerer, Celestial (XGE) Warlock, War (PHB'24) Cleric, Solidarity (PSA) (PSA) Cleric, Solidarity (PSA) (PSA) Cleric","You hurl a bolt of light toward a creature within Alcance. Make a ranged spell attack against el objetivo. On a hit, it recibe 4d6 Radiant dano, and the next attack roll made against it before the end of your next turn has Advantage.",Using a Higher-Level Spell Slot. The dano increases by 1d6 for each spell slot level above 1.
Gust,XGE,157,truco,accion,instantaneo,transmutacion,30 pies,"V, S",,"Druid (PHB'14), Druid (PHB'24), Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Land (PHB'14) Druid, Lore (PHB'24) Bard, Moon (FRHoF) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Nature (PHB'14) Cleric, Nature (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric","You seize the air and compel it to create one of the following effects at a point you can see within Alcance:

One Mediano or smaller creature that you choose debe superar a Strength tirada de salvacion o quedar pushed up to 5 pies away from you.You create a Pequeno blast of air capable of moving one object that is neither held nor carried and that weighs no more than 5 pounds. The object is pushed up to 10 pies away from you. It isn't pushed with enough force to cause dano.You create a harmless sensory effect using air, such as causing leaves to rustle, wind to slam shutters closed, or your clothing to ripple in a breeze.",
Gust of Wind,PHB'14,248,2nd,accion,"Concentration, up to 1 minute",evocacion,personal,"V, S, M (a legume seed)","Druid (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)",Ranger (PHB'14),"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard, Tempest (PHB'14) Cleric, Tempest (PHB'14) Cleric, Fathomless (TCE) Warlock, Fathomless (TCE) Warlock, Genie (Djinni) (TCE) Warlock, Genie (Djinni) (TCE) Warlock","A line of strong wind 60 pies long and 10 pies wide blasts from you in a direction you choose for the spell's Duracion. cada criatura that starts its turn in the line debe superar a Strength tirada de salvacion o quedar pushed 15 pies away from you in a direction following the line.

Any creature in the line must spend 2 pies of movement for every 1 foot it moves when moving closer to you.

The gust disperses gas or vapor, and it extinguishes candles, torches, and similar unprotected flames in the area. It causes protected flames, such as those of lanterns, to dance wildly and has a 50 percent chance to extinguish them.

As a bonus action on each of your turns before the spell ends, you can change the direction in which the line blasts from you.",
Gust of Wind,PHB'24,282,2nd,accion,"Concentration, up to 1 minute",evocacion,personal,"V, S, M (a legume seed)","Druid (PHB'24), Ranger (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Sea (PHB'24) Druid, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard, Tempest (PHB'14) Cleric, Tempest (PHB'14) Cleric, Fathomless (TCE) Warlock, Fathomless (TCE) Warlock, Genie (Djinni) (TCE) Warlock, Genie (Djinni) (TCE) Warlock","A Line of strong wind 60 pies long and 10 pies wide blasts from you in a direction you choose for the Duracion. cada criatura in the Line debe superar a Strength tirada de salvacion o quedar pushed 15 pies away from you in a direction following the Line. A creature that ends its turn in the Line must make the same save.

Any creature in the Line must spend 2 pies of movement for every 1 foot it moves when moving closer to you.

The gust disperses gas or vapor, and it extinguishes candles and similar unprotected flames in the area. It causes protected flames, such as those of lanterns, to dance wildly and has a 50 percent chance to extinguish them.

As a Bonus Action on your later turns, you can change the direction in which the Line blasts from you.",
Hail of Thorns,PHB'14,249,1st,Bonus,"Concentration, up to 1 minute",conjuracion,personal,V,Ranger (PHB'14),,,"The next time you hit a creature with a ataque de arma a distancia before the spell ends, this spell creates a rain of thorns that sprouts from your ranged arma or ammunition. In addition to the normal effect of the attack, el objetivo of the attack and cada criatura within 5 pies of it must make a Dexterity tirada de salvacion. A creature recibe 1d10 piercing dano on a failed save, or half as much dano on a successful one.","A niveles superiores. If you cast this spell using a spell slot of 2nd level or higher, the dano increases by 1d10 for each slot level above 1st (to a maximum of 6d10)."
Hail of Thorns,PHB'24,283,1st,Bonus,instantaneo,conjuracion,personal,V,Ranger (PHB'24),,,"As you hit the creature, this spell creates a rain of thorns that sprouts from your Ranged arma or ammunition. el objetivo of the attack and cada criatura within 5 pies of it make a Dexterity tirada de salvacion, taking 1d10 Piercing dano on a failed save or half as much dano on a successful one.",Using a Higher-Level Spell Slot. The dano increases by 1d10 for each spell slot level above 1.
Hallow,PHB'14,249,5th,24 Hr.,Until dispelled,evocacion,toque,"V, S, M (herbs, oils, and incense worth at least 1,000 gp, which the spell consumes)",Cleric (PHB'14),,"Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Infernal (PHB'14) Warlock","You touch a point and infuse an area around it with holy (or unholy) power. The area can have a radius up to 60 pies, and the spell fails if the radius includes an area already under the effect a hallow spell. The affected area is subject to the following effects.

First, celestials, elementals, Feerico, fiends, and No muerto can't enter the area, nor can such creatures charm, frighten, or possess creatures within it. Any creature hechizado, asustado, or possessed by such a creature is no longer hechizado, asustado, or possessed upon entering the area. You can exclude one or more of those types of creatures from this effect.

Second, you can bind an extra effect to the area. Choose the effect from the following list, or choose an effect offered by the DM. Some of these effects apply to creatures in the area; you can designate whether the effect applies to all creatures, creatures that follow a specific deity or leader, or creatures of a specific sort, such as orcs or trolls. When a creature that would be affected enters the spell's area for the first time on a turn or starts its turn there, it can make a Charisma tirada de salvacion. On a success, the creature ignores the extra effect until it leaves the area.

Courage. Affected creatures can't be asustado while in the area.

Darkness. Darkness fills the area. Normal light, as well as magical light created by spells of a lower level than the slot you used to cast this spell, can't illuminate the area.

Daylight. Bright light fills the area. Magical darkness created by spells of a lower level than the slot you used to cast this spell can't extinguish the light.

Energy Protection. Affected creatures in the area have resistance to one dano type of your choice, except for bludgeoning, piercing, or slashing.

Energy Vulnerability. Affected creatures in the area have vulnerability to one dano type of your choice, except for bludgeoning, piercing, or slashing.

Everlasting Rest. Dead bodies interred in the area can't be turned into No muerto.

Extradimensional Interference. Affected creatures can't move or travel using teleportation or by extradimensional or interplanar means.

Fear. Affected creatures are asustado while in the area.

Silence. No sound can emanate from within the area, and no sound can reach into it.

Tongues. Affected creatures can communicate with any other creature in the area, even if they don't share a Comun language.",
Hallow,PHB'24,283,5th,24 Hr.,Until dispelled,abjuracion,toque,"V, S, M (incense worth 1,000+ GP, which the spell consumes)",Cleric (PHB'24),,"Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Infernal (PHB'14) Warlock","You touch a point and infuse an area around it with holy or unholy power. The area can have a radius up to 60 pies, and the spell fails if the radius includes an area already under the effect of Hallow. The affected area has the following effects.

Hallowed Ward. Choose any of these creature types: Aberracion, Celestial, Elemental, Feerico, Infernal, or No muerto. Creatures of the chosen types can't willingly enter the area, and any creature that is possessed by or that has the hechizado or asustado condition from such creatures isn't possessed, hechizado, or asustado by them while in the area.

Extra Effect. You bind an extra effect to the area from the list below:

Courage. Creatures of any types you choose can't gain the asustado condition while in the area.

Darkness. Darkness fills the area. Normal light, as well as magical light created by spells of a level lower than this spell, can't illuminate the area.

Daylight. Bright light fills the area. Magical Darkness created by spells of a level lower than this spell can't extinguish the light.

Peaceful Rest. Dead bodies interred in the area can't be turned into No muerto.

Extradimensional Interference. Creatures of any types you choose can't enter or exit the area using teleportation or interplanar travel.

Fear. Creatures of any types you choose have the asustado condition while in the area.

Resistance. Creatures of any types you choose have Resistance to one dano type of your choice while in the area.

Silence. No sound can emanate from within the area, and no sound can reach into it.

Tongues. Creatures of any types you choose can communicate with any other creature in the area even if they don't share a Comun language.

Vulnerability. Creatures of any types you choose have Vulnerability to one dano type of your choice while in the area.",
