"Name,""Source"",""Page"",""Level"",""Casting Time"",""Duration"",""School"",""Range"",""Components"",""Classes"",""Optional/Variant Classes"",""Subclasses"",""Text"",""At Higher Levels""";;;;;;;;;;;;
;;;;;;;;;;;;
"1 nivel de agotamiento La condición de Encantado o Petrificado Una maldición, incluida la Sintonía del objetivo con un objeto mágico maldito Cualquier reducción a una de las puntuaciones de habilidad del objetivo Cualquier reducción al máximo de Puntos de Vida del objetivo"",""""";;;;;;;;;;;;
"Hoja de llama verde,""TCE"",""107"",""Truco"",""Acción"",""Instantáneo"",""Evocación"",""Ser"",""S, M (un arma cuerpo a cuerpo que vale al menos 1 sp)"",""Artificiero (TCE), Artificiero (EFA), Hechicero (PHB'14), Hechicero (PHB'24), Brujo (PHB'14), Brujo (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Hechicero (PHB'14), Hechicero (PHB'24), Brujo (PHB'14), Brujo (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Arcano (SCAG) Clérigo, Arcano (SCAG) Clérigo, Arcano Trickster (PHB'24) Pícaro, Arcano Trickster (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Evocador (PHB'24) Mago"",""Blandes el arma utilizada en el lanzamiento del hechizo y realizas un ataque cuerpo a cuerpo con ella contra una criatura a 5 pies de ti. Con un impacto, el objetivo sufre los efectos normales del ataque del arma y puedes hacer que fuego verde salte del objetivo a una criatura diferente de tu elección que puedas ver a 5 pies de él. La segunda criatura recibe daño de fuego igual a tu modificador de habilidad de lanzamiento de hechizos.";;;;;;;;;;;;
;;;;;;;;;;;;
"El daño de este hechizo aumenta cuando alcanzas ciertos niveles. En el nivel 5, el ataque cuerpo a cuerpo inflige 1d8 de daño de fuego adicional al objetivo con un golpe, y el daño de fuego a la segunda criatura aumenta a 1d8 + tu modificador de habilidad de lanzamiento de hechizos. Ambas tiradas de daño aumentan en 1d8 en el nivel 11 (2d8 y 2d8) y en el nivel 17 (3d8 y 3d8)."",""""";;;;;;;;;;;;
"Guardián de la fe,""PHB'14"",""246"",""4to"",""Acción"",""8 horas"",""Conjuración"",""30 pies"",""V"",""Clérigo (PHB'14)"","""",""Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero, Vida (PHB'14) Clérigo, Luz (PHB'14) Clérigo, Devoción (PHB'14) Paladín, Corona (SCAG) Paladín, Corona (SCAG) Paladín, Celestial (XGE) Brujo, Solidaridad (PSA) (PSA) Clérigo, Solidaridad (PSA) (PSA) Clérigo"",""Aparece un guardián espectral grande que flota mientras dura en un espacio desocupado de tu elección que puedes ver dentro del alcance. El guardián ocupa ese espacio y no se distingue excepto por una espada reluciente y un escudo adornado con el símbolo de tu deidad.";;;;;;;;;;;;
;;;;;;;;;;;;
"Cualquier criatura hostil a ti que se mueva a un espacio dentro de los 10 pies del guardián por primera vez en un turno debe superar una tirada de salvación de Destreza. La criatura sufre 20 daños radiantes si falla la salvación, o la mitad de daño si tiene éxito. El guardián desaparece cuando ha causado un total de 60 daños."",""""";;;;;;;;;;;;
"Guardián de la fe,""PHB'24"",""281"",""4to"",""Acción"",""8 horas"",""Conjuración"",""30 pies"",""V"",""Clérigo (PHB'24)"","""",""Celestial (PHB'24) Brujo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero, Vida (PHB'14) Clérigo, Luz (PHB'14) Clérigo, Devoción (PHB'14) Paladín, Devoción (PHB'24) Paladín, Corona (SCAG) Paladín, Corona (SCAG) Paladín, Celestial (XGE) Brujo, Solidaridad (PSA) (PSA) Clérigo, Clérigo de Solidaridad (PSA) (PSA)"",""Aparece un guardián espectral grande que flota mientras dura en un espacio desocupado que puedes ver dentro del alcance. El guardián ocupa ese espacio y es invulnerable, y aparece en una forma apropiada para tu deidad o panteón.";;;;;;;;;;;;
;;;;;;;;;;;;
"Cualquier enemigo que se mueva a un espacio dentro de los 10 pies del guardián por primera vez en un turno o que comience su turno allí realiza una tirada de salvación de Destreza, recibiendo 20 de daño Radiante si falla la salvación o la mitad de daño si tiene éxito. El guardián desaparece cuando ha causado un total de 60 daños."",""""";;;;;;;;;;;;
"Guardián de la naturaleza,""XGE"",""157"",""4to"",""Prima"",""Concentración, hasta 1 minuto."",""Transmutación"",""Ser"",""V"","""",""Druida (PHB'14), Druida (PHB'24), Guardabosques (PHB'14), Guardabosques (PHB'24)"","""",""Un espíritu de la naturaleza responde a tu llamado y te transforma en un poderoso guardián. La transformación dura hasta que termina el hechizo. Eliges una de las siguientes formas para asumir: Bestia Primordial o Gran Árbol.";;;;;;;;;;;;
;;;;;;;;;;;;
Bestia Primordial. Un pelaje bestial cubre tu cuerpo, tus rasgos faciales se vuelven salvajes y obtienes los siguientes beneficios:;;;;;;;;;;;;
;;;;;;;;;;;;
Tu velocidad al caminar aumenta en 10 pies. Obtienes visión en la oscuridad con un alcance de 120 pies. Realizas tiradas de ataque basadas en Fuerza con ventaja. Tus ataques con armas cuerpo a cuerpo causan 1d6 de daño de fuerza adicional con un golpe. Gran árbol. Tu piel tiene un aspecto de corteza, brotan hojas de tu cabello y obtienes los siguientes beneficios:;;;;;;;;;;;;
;;;;;;;;;;;;
"Obtienes 10 puntos de vida temporales. Realizas tiradas de salvación de Constitución con ventaja. Realizas tiradas de ataque basadas en Destreza y Sabiduría con ventaja. Mientras estás en el suelo, el terreno a 15 pies de ti es terreno difícil para tus enemigos."",""""";;;;;;;;;;;;
"Guardias y salas,""PHB'14"",""248"",""6to"",""10 min."",""24 horas"",""Abjuración"",""Tocar"",""V, S, M (quemar incienso, una pequeña medida de azufre y aceite, una cuerda anudada, una pequeña cantidad de sangre de masa color sombra y una pequeña vara de plata con un valor de al menos 10 po)"",""Bardo (PHB'14), Mago (PHB'14)"","""",""Abjurador (PHB'24) Mago, Arcano (SCAG) Clérigo, Arcano (SCAG) Clérigo"",""Usted crea una sala que protege hasta 2500 pies cuadrados de espacio (un área de 50 pies cuadrados, o cien cuadrados de 5 pies o veinticinco cuadrados de 10 pies). El área protegida puede tener hasta 20 pies de altura y tener la forma que desee. Puedes proteger varias historias de una fortaleza dividiendo el área entre ellas, siempre y cuando puedas caminar hacia cada área contigua mientras lanzas el hechizo.";;;;;;;;;;;;
;;;;;;;;;;;;
Cuando lanzas este hechizo, puedes especificar personas que no se vean afectadas por ninguno o todos los efectos que elijas. También puede especificar una contraseña que, cuando se pronuncia en voz alta, hace que el hablante sea inmune a estos efectos.;;;;;;;;;;;;
;;;;;;;;;;;;
Los guardias y centinelas crean los siguientes efectos dentro del área protegida.;;;;;;;;;;;;
;;;;;;;;;;;;
Corredores. La niebla llena todos los pasillos protegidos, oscureciéndolos en gran medida. Además, en cada intersección o pasaje que se bifurca y que ofrece una opción de dirección, existe un 50 por ciento de posibilidades de que una criatura distinta a usted crea que va en la dirección opuesta a la que ella elige.;;;;;;;;;;;;
;;;;;;;;;;;;
Puertas. Todas las puertas del área protegida están cerradas mágicamente, como si estuvieran selladas por un hechizo de bloqueo arcano. Además, puedes cubrir hasta diez puertas con una ilusión (equivalente a la función de objeto ilusorio del hechizo de ilusión menor) para que parezcan secciones simples de pared.;;;;;;;;;;;;
;;;;;;;;;;;;
Escaleras. Las redes llenan todas las escaleras en el área protegida de arriba a abajo, como el hechizo de la red. Estos hilos vuelven a crecer en 10 minutos si se queman o arrancan mientras duran los guardias y las protecciones.;;;;;;;;;;;;
;;;;;;;;;;;;
Otro efecto de hechizo. Puedes colocar uno de los siguientes efectos mágicos de tu elección dentro del área protegida de la fortaleza.;;;;;;;;;;;;
;;;;;;;;;;;;
Coloque luces danzantes en cuatro pasillos. Puedes designar un programa simple para que las luces se repitan mientras duren los guardias y las barreras. Coloca la boca mágica en dos lugares. Coloca la nube apestosa en dos lugares. Los vapores aparecen en los lugares que tú designes; regresan dentro de 10 minutos si son dispersados ​​por el viento mientras duren los guardias y protecciones. Coloque una ráfaga de viento constante en un corredor o habitación. Coloque una sugerencia en un lugar. Seleccionas un área de hasta 5 pies cuadrados, y cualquier criatura que entre o pase por el área recibe la sugerencia mentalmente. Toda el área protegida irradia magia. Un lanzamiento de disipación de magia sobre un efecto específico, si tiene éxito, elimina solo ese efecto.;;;;;;;;;;;
;;;;;;;;;;;;
"Puedes crear una estructura protegida y vigilada permanentemente lanzando este hechizo allí todos los días durante un año."",""""";;;;;;;;;;;;
"Guardias y salas,""PHB'24"",""282"",""6to"",""1 hora."",""24 horas"",""Abjuración"",""Tocar"",""V, S, M (una barra de plata que vale más de 10 GP)"",""Bardo (PHB'24), Mago (PHB'24)"","""",""Abjurador (PHB'24) Mago, Arcano (SCAG) Clérigo, Arcano (SCAG) Clérigo"",""Usted crea una sala que protege hasta 2,500 pies cuadrados de espacio. El área protegida puede tener hasta 20 pies de altura y se le puede dar forma como un cuadrado de 50 pies, cien cuadrados de 5 pies contiguos o veinticinco cuadrados de 10 pies contiguos.";;;;;;;;;;;;
;;;;;;;;;;;;
Cuando lanzas este hechizo, puedes especificar personas que no se vean afectadas por los efectos del hechizo. También puede especificar una contraseña que, cuando se pronuncia en voz alta dentro de 5 pies del área protegida, hace que el hablante sea inmune a sus efectos.;;;;;;;;;;;;
;;;;;;;;;;;;
El hechizo crea los efectos siguientes dentro del área protegida. Disipar magia no tiene ningún efecto sobre los guardias y protecciones en sí, pero cada uno de los siguientes efectos se puede disipar. Si los cuatro se disipan, Guardias y Resguardos terminan. Si lanzas el hechizo todos los días durante 365 días en la misma zona, el hechizo dura a partir de entonces hasta que se disipen todos sus efectos.;;;;;;;;;;;;
;;;;;;;;;;;;
Corredores. La niebla llena todos los pasillos protegidos, haciéndolos muy oscurecidos. Además, en cada intersección o pasaje que se bifurca y que ofrece una opción de dirección, hay un 50 por ciento de posibilidades de que una criatura distinta a ti crea que va en la dirección opuesta a la que elige.;;;;;;;;;;;;
;;;;;;;;;;;;
Puertas. Todas las puertas del área protegida están cerradas mágicamente, como si estuvieran selladas por el hechizo Cerradura Arcana. Además, puedes cubrir hasta diez puertas con una ilusión para que parezcan secciones simples de pared.;;;;;;;;;;;;
;;;;;;;;;;;;
Escaleras. Las redes llenan todas las escaleras en el área protegida de arriba a abajo, como en el hechizo Web. Estas hebras vuelven a crecer en 10 minutos si se destruyen mientras duran Guardias y Resguardos.;;;;;;;;;;;;
;;;;;;;;;;;;
Otro efecto de hechizo. Coloca uno de los siguientes efectos mágicos dentro del área protegida:;;;;;;;;;;;;
;;;;;;;;;;;;
Luces danzantes en cuatro corredores, con un programa simple que las luces se repiten mientras duren Guardias y protecciones Boca mágica en dos ubicaciones Nube apestosa en dos ubicaciones (los vapores regresan en 10 minutos si se dispersan mientras dura Guardias y protecciones) Ráfaga de viento en un corredor o habitación (el viento sopla continuamente mientras dura el hechizo) Sugerencia en un cuadrado de 5 pies;" cualquier criatura que entre en ese cuadrado recibe la sugerencia mentalmente"",""""";;;;;;;;;;;
"Guía,""PHB'14"",""248"",""Truco"",""Acción"",""Concentración, hasta 1 minuto."",""Divinidad"",""Tocar"",""V, S"",""Artificiero (TCE), Clérigo (PHB'14), Druida (PHB'14)"","""",""Estrellas (TCE) Druida, Tierra (PHB'14) Druida, Conocimiento (PHB'24) Bardo, Espíritus (VRGR) Bardo, Espíritus (VRGR) Bardo, Luna (FRHoF) Bardo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero, Naturaleza (PHB'14) Clérigo, Naturaleza (PHB'14) Clérigo, Fuerza (PSA) (PSA) Clérigo, Fuerza (PSA) (PSA) Clérigo"",""Tocas a una criatura dispuesta. Una vez antes de que termine el hechizo, el objetivo puede tirar un d4 y sumar el número obtenido a una prueba de habilidad de su elección. Puede tirar el dado antes o después de realizar la prueba de habilidad. Entonces el hechizo termina."",""""";;;;;;;;;;;;
"Guía,""PHB'24"",""282"",""Truco"",""Acción"",""Concentración, hasta 1 minuto."",""Divinidad"",""Tocar"",""V, S"",""Artificiero (EFA), Clérigo (PHB'24), Druida (PHB'24)"","""",""Estrellas (TCE) Druida, Tierra (PHB'14) Druida, Estrellas (PHB'24) Druida, Conocimiento (PHB'24) Bardo, Espíritus (VRGR) Bardo, Espíritus (VRGR) Bardo, Luna (FRHoF) Bardo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero, Naturaleza (PHB'14) Clérigo, Naturaleza (PHB'14) Clérigo, Fuerza (PSA) (PSA) Clérigo, Fuerza (PSA) (PSA) Clérigo"",""Tocas una criatura dispuesta y eliges una habilidad. Hasta que finalice el hechizo, la criatura suma 1d4 a cualquier prueba de habilidad usando la habilidad elegida."",""""";;;;;;;;;;;;
"Perno guía,""PHB'14"",""248"",""1er"",""Acción"",""1 ronda"",""Evocación"",""120 pies"",""V, S"",""Clérigo (PHB'14)"","""",""Estrellas (TCE) Druida, Lore (PHB'24) Bardo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero, Gloria (TCE) Paladín, Celestial (XGE) Brujo, Solidaridad (PSA) (PSA) Clérigo, Solidaridad (PSA) (PSA) Clérigo"",""Un destello de luz se dirige hacia una criatura de tu elección dentro del alcance. Realiza un ataque con hechizo a distancia contra el objetivo. Con un golpe, el objetivo sufre 4d6 de daño radiante, y la siguiente tirada de ataque realizada contra este objetivo antes del final de tu siguiente turno tiene ventaja, gracias a la tenue luz mística que brilla sobre el objetivo hasta ese momento."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de 2º nivel o superior, el daño aumenta en 1d6 por cada nivel de espacio por encima del 1º.""";;;;;;;;;;;;
"Perno guía,""PHB'24"",""282"",""1er"",""Acción"",""1 ronda"",""Evocación"",""120 pies"",""V, S"",""Clérigo (PHB'24)"","""",""Cartógrafo (EFA) Artificiero, Celestial (PHB'24) Brujo, Estrellas (TCE) Druida, Estrellas (PHB'24) Druida, Conocimiento (PHB'24) Bardo, Alma divina (XGE) Hechicero, Alma divina (XGE) Hechicero, Gloria (PHB'24) Paladín, Gloria (TCE) Paladín, Fuego de hechizo (FRHoF) Hechicero, Celestial (XGE) Brujo, Guerra (PHB'24) Clérigo Solidario (PSA) (PSA) Clérigo Solidario (PSA) (PSA) Clérigo"",""Lanzas un rayo de luz hacia una criatura dentro del alcance. Realiza un ataque con hechizo a distancia contra el objetivo. Con un golpe, recibe 4d6 de daño Radiante, y la siguiente tirada de ataque realizada contra él antes del final de tu siguiente turno tiene Ventaja."",""Usando un espacio para hechizos de nivel superior. El daño aumenta en 1d6 por cada nivel de espacio de hechizo superior a 1.""";;;;;;;;;;;;
"Ráfaga,""XGE"",""157"",""Truco"",""Acción"",""Instantáneo"",""Transmutación"",""30 pies"",""V, S"","""",""Druida (PHB'14), Druida (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Arcanos (SCAG) Clérigo, Arcanos (SCAG) Clérigo, Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Tierra (PHB'14) Druida, Lore (PHB'24) Bardo, Luna (FRHoF) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Naturaleza (PHB'14) Clérigo, Naturaleza (PHB'14) Clérigo, Fuerza (PSA) (PSA) Clérigo, Fuerza (PSA) (PSA) Clérigo"",""Tomas el aire y lo obligas a crear uno de los siguientes efectos en un punto que puedas ver dentro del alcance:";;;;;;;;;;;;
;;;;;;;;;;;;
"Una criatura mediana o más pequeña que elijas debe superar una tirada de salvación de Fuerza o ser empujada hasta 5 pies de distancia de ti. Creas una pequeña ráfaga de aire capaz de mover un objeto que no se sostiene ni se transporta y que no pesa más de 5 libras. El objeto es empujado hasta 10 pies de distancia de usted. No se empuja con suficiente fuerza como para causar daño. Se crea un efecto sensorial inofensivo usando el aire, como hacer que las hojas crujen, que el viento cierre las contraventanas o que la ropa se ondee con la brisa."",""""";;;;;;;;;;;;
"Racha,""PHB'14"",""248"",""2do"",""Acción"",""Concentración, hasta 1 minuto."",""Evocación"",""Ser"",""V, S, M (una semilla de leguminosa)"",""Druida (PHB'14), Hechicero (PHB'14), Mago (PHB'14)"",""Guardabosques (PHB'14)"",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Evocador (PHB'24) Mago, Tempestad (PHB'14) Clérigo, Tempestad (PHB'14) Clérigo, Insondable (TCE) Brujo, Insondable (TCE) Brujo, Genio (Djinni) (TCE) Brujo, Genio (Djinni) (TCE) Brujo"",""Una línea de fuerte viento de 60 pies de largo y 10 pies de ancho sopla desde ti en la dirección que elijas durante la duración del hechizo. Cada criatura que comienza su turno en la línea debe superar una tirada de salvación de Fuerza o ser empujada a 15 pies de distancia de ti en la dirección que sigue la línea.";;;;;;;;;;;;
;;;;;;;;;;;;
Cualquier criatura en la línea debe gastar 2 pies de movimiento por cada 1 pie que se mueva cuando se acerque a ti.;;;;;;;;;;;;
;;;;;;;;;;;;
La ráfaga dispersa gas o vapor y apaga velas, antorchas y llamas similares sin protección en el área. Hace que las llamas protegidas, como las de las linternas, bailen salvajemente y tiene un 50 por ciento de posibilidades de apagarlas.;;;;;;;;;;;;
;;;;;;;;;;;;
"Como acción adicional en cada uno de tus turnos antes de que finalice el hechizo, puedes cambiar la dirección en la que la línea sale disparada de ti."",""""";;;;;;;;;;;;
"Racha,""PHB'24"",""282"",""2do"",""Acción"",""Concentración, hasta 1 minuto."",""Evocación"",""Ser"",""V, S, M (una semilla de leguminosa)"",""Druida (PHB'24), Guardabosques (PHB'24), Hechicero (PHB'24), Mago (PHB'24)"","""",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Mar (PHB'24) Druida, Conocimiento (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Evocador (PHB'24) Mago, Tempestad (PHB'14) Clérigo, Tempestad (PHB'14) Clérigo, Brujo Insondable (TCE), Brujo Insondable (TCE), Brujo Genio (Djinni) (TCE), Brujo Genio (Djinni) (TCE)"",""Una línea de viento fuerte de 60 pies de largo y 10 pies de ancho sopla desde ti en la dirección que elijas durante la duración. Cada criatura en la Línea debe superar una tirada de salvación de Fuerza o ser empujada a 15 pies de ti en una dirección que sigue la Línea. Una criatura que finaliza su turno en la Línea debe realizar la misma salvación.";;;;;;;;;;;;
;;;;;;;;;;;;
Cualquier criatura en la Línea debe gastar 2 pies de movimiento por cada 1 pie que se mueva cuando se acerque a ti.;;;;;;;;;;;;
;;;;;;;;;;;;
La ráfaga dispersa gas o vapor y apaga velas y llamas similares sin protección en el área. Hace que las llamas protegidas, como las de las linternas, bailen salvajemente y tiene un 50 por ciento de posibilidades de apagarlas.;;;;;;;;;;;;
;;;;;;;;;;;;
"Como acción adicional en tus turnos posteriores, puedes cambiar la dirección en la que la Línea sale volando de ti."",""""";;;;;;;;;;;;
"granizo de espinas,""PHB'14"",""249"",""1er"",""Prima"",""Concentración, hasta 1 minuto."",""Conjuración"",""Ser"",""V"",""Guardabosques (PHB'14)"","""","""",""La próxima vez que golpees a una criatura con un ataque con arma a distancia antes de que termine el hechizo, este hechizo crea una lluvia de espinas que brota de tu arma o munición a distancia. Además del efecto normal del ataque, el objetivo del ataque y cada criatura dentro de un radio de 5 pies de él deben realizar una tirada de salvación de Destreza. Una criatura sufre 1d10 de daño perforante si falla una salvación, o la mitad de daño si tiene éxito."",""En niveles superiores. Si lanzas este hechizo usando un espacio de hechizo de 2º nivel o superior, el daño aumenta en 1d10 por cada nivel de espacio por encima del 1º (hasta un máximo de 6d10).""";;;;;;;;;;;;
"granizo de espinas,""PHB'24"",""283"",""1er"",""Prima"",""Instantáneo"",""Conjuración"",""Ser"",""V"",""Guardabosques (PHB'24)"","""","""",""Cuando golpeas a la criatura, este hechizo crea una lluvia de espinas que brota de tu arma o munición a distancia. El objetivo del ataque y cada criatura a 5 pies de él realizan una tirada de salvación de Destreza, recibiendo 1d10 de daño perforante si falla la salvación o la mitad de daño si tiene éxito."",""Usando un espacio para hechizos de nivel superior. El daño aumenta en 1d10 por cada nivel de espacio de hechizo superior a 1.""";;;;;;;;;;;;
"Santificar,""PHB'14"",""249"",""5to"",""24 horas."",""hasta que se disipe"",""Evocación"",""Tocar"",""V, S, M (hierbas, aceites e incienso por valor de al menos 1.000 po, que consume el hechizo)"",""Clérigo (PHB'14)"","""",""Hechicero del Alma Divina (XGE), Hechicero del Alma Divina (XGE), Brujo Demonio (PHB'14)"",""Tocas un punto e infundes un área a su alrededor con poder sagrado (o profano). El área puede tener un radio de hasta 60 pies, y el hechizo falla si el radio incluye un área que ya está bajo el efecto de un hechizo sagrado. La zona afectada está sujeta a los siguientes efectos.";;;;;;;;;;;;
;;;;;;;;;;;;
En primer lugar, los celestiales, los elementales, las hadas, los demonios y los muertos vivientes no pueden entrar en el área, ni dichas criaturas pueden encantar, asustar o poseer a las criaturas que se encuentren dentro de ella. Cualquier criatura encantada, asustada o poseída por dicha criatura ya no estará encantada, asustada ni poseída al entrar en el área. Puedes excluir uno o más de esos tipos de criaturas de este efecto.;;;;;;;;;;;;
;;;;;;;;;;;;
En segundo lugar, puedes unir un efecto adicional al área. Elija el efecto de la siguiente lista o elija un efecto ofrecido por el DM. Algunos de estos efectos se aplican a las criaturas en el área; Puedes designar si el efecto se aplica a todas las criaturas, criaturas que siguen a una deidad o líder específico, o criaturas de un tipo específico, como orcos o trolls. Cuando una criatura que sería afectada ingresa al área del hechizo por primera vez en un turno o comienza su turno allí, puede realizar una tirada de salvación de Carisma. Si tiene éxito, la criatura ignora el efecto adicional hasta que abandona el área.;;;;;;;;;;;
;;;;;;;;;;;;
Coraje. Las criaturas afectadas no pueden asustarse mientras se encuentren en el área.;;;;;;;;;;;;
;;;;;;;;;;;;
Oscuridad. La oscuridad llena el área. La luz normal, así como la luz mágica creada por hechizos de un nivel inferior al de la ranura que usaste para lanzar este hechizo, no pueden iluminar el área.;;;;;;;;;;;;
;;;;;;;;;;;;
Luz. Una luz brillante llena el área. La oscuridad mágica creada por hechizos de un nivel inferior al del espacio que usaste para lanzar este hechizo no puede extinguir la luz.;;;;;;;;;;;;
;;;;;;;;;;;;
Protección Energética. Las criaturas afectadas en el área tienen resistencia a un tipo de daño de tu elección, excepto contundente, perforante o cortante.;;;;;;;;;;;;
;;;;;;;;;;;;
Vulnerabilidad energética. Las criaturas afectadas en el área son vulnerables a un tipo de daño de tu elección, excepto contundente, perforante o cortante.;;;;;;;;;;;;
;;;;;;;;;;;;
Descanso eterno. Los cadáveres enterrados en la zona no se pueden convertir en muertos vivientes.;;;;;;;;;;;;
;;;;;;;;;;;;
Interferencia extradimensional. Las criaturas afectadas no pueden moverse ni viajar mediante teletransportación ni por medios extradimensionales o interplanares.;;;;;;;;;;;;
;;;;;;;;;;;;
Miedo. Las criaturas afectadas se asustan mientras se encuentran en el área.;;;;;;;;;;;;
;;;;;;;;;;;;
Silencio. Ningún sonido puede emanar del interior del área y ningún sonido puede llegar a ella.;;;;;;;;;;;;
;;;;;;;;;;;;
"Lenguas. Las criaturas afectadas pueden comunicarse con cualquier otra criatura en el área, incluso si no comparten un idioma común."",""""";;;;;;;;;;;;
"Santificar,""PHB'24"",""283"",""5to"",""24 horas."",""hasta que se disipe"",""Abjuración"",""Tocar"",""V, S, M (incienso por valor de más de 1000 GP, que consume el hechizo)"",""Clérigo (PHB'24)"","""",""Hechicero del Alma Divina (XGE), Hechicero del Alma Divina (XGE), Brujo Demonio (PHB'14)"",""Tocas un punto e infundes un área a su alrededor con poder sagrado o impío. El área puede tener un radio de hasta 60 pies y el hechizo falla si el radio incluye un área que ya está bajo el efecto de Hallow. La zona afectada tiene los siguientes efectos.";;;;;;;;;;;;
;;;;;;;;;;;;
Barrio Santificado. Elige cualquiera de estos tipos de criatura: Aberración, Celestial, Elemental, Fey, Demonio o No-muerto. Las criaturas de los tipos elegidos no pueden entrar voluntariamente al área, y cualquier criatura que esté poseída o que tenga la condición Encantada o Asustada de dichas criaturas no estará poseída, Hechizada o Asustada por ellas mientras esté en el área.;;;;;;;;;;;;
;;;;;;;;;;;;
Efecto adicional. Vinculas un efecto adicional al área de la siguiente lista:;;;;;;;;;;;;
;;;;;;;;;;;;
Coraje. Las criaturas de cualquier tipo que elijas no pueden obtener la condición Asustada mientras se encuentren en el área.;;;;;;;;;;;;
;;;;;;;;;;;;
Oscuridad. La oscuridad llena el área. La luz normal, así como la luz mágica creada por hechizos de un nivel inferior a este hechizo, no pueden iluminar el área.;;;;;;;;;;;;
;;;;;;;;;;;;
Luz. Una luz brillante llena el área. La Oscuridad Mágica creada por hechizos de un nivel inferior a este hechizo no puede extinguir la luz.;;;;;;;;;;;;
;;;;;;;;;;;;
Descanso pacífico. Los cadáveres enterrados en el área no se pueden convertir en muertos vivientes.;;;;;;;;;;;;
;;;;;;;;;;;;
Interferencia extradimensional. Las criaturas de cualquier tipo que elijas no pueden entrar ni salir del área mediante teletransportación o viajes interplanares.;;;;;;;;;;;;
;;;;;;;;;;;;
Miedo. Las criaturas de cualquier tipo que elijas tienen la condición Asustada mientras se encuentran en el área.;;;;;;;;;;;;
;;;;;;;;;;;;
Resistencia. Las criaturas de cualquier tipo que elijas tienen resistencia a un tipo de daño de tu elección mientras se encuentran en el área.;;;;;;;;;;;;
;;;;;;;;;;;;
Silencio. Ningún sonido puede emanar del interior del área y ningún sonido puede llegar a ella.;;;;;;;;;;;;
;;;;;;;;;;;;
Lenguas. Las criaturas de cualquier tipo que elijas pueden comunicarse con cualquier otra criatura en el área incluso si no comparten un idioma común.;;;;;;;;;;;;
;;;;;;;;;;;;
"Vulnerabilidad. Las criaturas de cualquier tipo que elijas tienen vulnerabilidad a un tipo de daño de tu elección mientras se encuentran en el área."",""""";;;;;;;;;;;;
"Terreno alucinatorio,""PHB'14"",""249"",""4to"",""10 min."",""24 horas"",""Espejismo"",""300 pies"",""V, S, M (una piedra, una ramita y un poco de planta verde)"",""Bardo (PHB'14), Druida (PHB'14), Brujo (PHB'14), Mago (PHB'14)"","""",""Tramposo Arcano (PHB'14) Pícaro, Tramposo Arcano (PHB'24) Pícaro, Tierra (Desierto) (PHB'14) Druida, Caballero sobrenatural (PHB'14) Luchador, Caballero sobrenatural (PHB'24) Luchador, Ilusionista (PHB'24) Mago, Hechicero lunar (DSotDQ), Hechicero lunar (DSotDQ)"",""Haces que el terreno natural en un cubo de 150 pies de alcance se vea, suene y huela como otro tipo de terreno natural. Por lo tanto, se puede hacer que los campos abiertos o un camino parezcan un pantano, una colina, una grieta o algún otro terreno difícil o intransitable. Se puede hacer que un estanque parezca una pradera cubierta de hierba, un precipicio como una pendiente suave o un barranco cubierto de rocas como un camino ancho y liso. Las estructuras, equipos y criaturas fabricadas dentro del área no cambian en apariencia.";;;;;;;;;;;;
;;;;;;;;;;;;
"Las características táctiles del terreno no cambian, por lo que es probable que las criaturas que entren en el área vean a través de la ilusión. Si la diferencia no es obvia al tacto, una criatura que examina cuidadosamente la ilusión puede intentar una prueba de Inteligencia (Investigación) contra la CD de salvación de tu hechizo para no creerla. Una criatura que discierne la ilusión tal como es, la ve como una imagen vaga superpuesta al terreno."",""""";;;;;;;;;;;;
